room_code,room_name,item_type,item_code,item_name_en,item_name_es,item_name_fr,quantity
CTPR,CT Planning Room,FFE,ITCL-014,CLOCK: analogue; electric,RELOJ: analógico; eléctrico,HORLOGE : analogique; électrique,1
CTPR,CT Planning Room,FFE,ITNE-007,COMPUTER: desktop; with display screen,COMPUTADORA: de escritorio; con pantalla de visualización,ORDINATEUR : bureau; avec écran d'affichage,1
CTPR,CT Planning Room,FFE,FIJO-059,BENCH TOP: 600D; joinery under; laminate finish,BANCO SUPERIOR: 600D; carpintería debajo; acabado laminado,BANC TOP : 600D; sous menuiserie; finition stratifié,1
CTPR,CT Planning Room,FFE,MMMI-105,TABLE: patient; fixed; CT,MESA: paciente; fijo; CT,TABLE : patient; fixe; CT,1
CTPR,CT Planning Room,FFE,MMMI-107,INJECTOR: contrast; CT; ceiling mounted,INYECTOR: contraste; CT; montaje en techo,INJECTEUR : contraste; CT; plafonnier,1
CTPR,CT Planning Room,FFE,MMMI-109,DEVICE: imaging; CT; wide bore,DISPOSITIVO: imágenes; TC; calibre ancho,APPAREIL : imagerie; tomodensitométrie; grand diamètre,1
CTPR,CT Planning Room,FFE,FIJO-166,CUPBOARD: tall; shelving; horizontal patient device storage; radiotherapy,ARMARIO: alto; estantería; almacenamiento horizontal de dispositivos para pacientes; radioterapia,ARMOIRE : grand; étagères; rangement horizontal des appareils du patient; radiothérapie,2
CTPR,CT Planning Room,FFE,FIJO-167,CUPBOARD: tall; shelving; vertical patient device storage; radiotherapy,ARMARIO: alto; estantería; almacenamiento vertical de dispositivos de pacientes; radioterapia,ARMOIRE : grand; étagères; rangement vertical des appareils pour le patient; radiothérapie,1
CTPR,CT Planning Room,FFE,FIJO-212,BULKHEAD: joinery,MAMPARO: carpintería,CLOISON : menuiserie,2
CTPR,CT Planning Room,FFE,MMMI-377,WARMER: contrast,MÁS CALIENTE: contraste,PLUS CHAUD : contraste,1
CTPR,CT Planning Room,FFE,FIHR-077,BRACKET: for observation camera; ceiling mounted,SOPORTE: para cámara de observación; montaje en techo,SUPPORT : pour caméra d'observation; montage au plafond,1
CTPR,CT Planning Room,FFE,FIHR-078,BRACKET: for observation camera; wall mounted,SOPORTE: para cámara de observación; montado en la pared,SUPPORT : pour caméra d'observation; fixation murale,1
CTPR,CT Planning Room,FFE,MMRA-008,DEVICE: surface guided radiation therapy system,DISPOSITIVO: sistema de radioterapia guiada por superficie,DISPOSITIF : système de radiothérapie guidé par la surface,1
CTPR,CT Planning Room,FFE,MMRA-014,LASER: radiotherapy; bridge,LÁSER: radioterapia; puente,LASER : radiothérapie; bridge,1
CTPR,CT Planning Room,FFE,MMRA-020,OVEN: thermoplastic warming,HORNO: calentamiento termoplástico,FOUR : réchauffement thermoplastique,1
CTPR,CT Planning Room,FFE,FIHR-092,HOOK: anchor; patient ladder,GANCHO: ancla; escalera del paciente,CROCHET : ancre; échelle patient,1
CTPR,CT Planning Room,FFE,MMRA-019,LASER: radiotherapy; couch tracking,LÁSER: radioterapia; seguimiento de sofá,LASER : radiothérapie; suivi du divan,1
CTPR,CT Planning Room,FFE,FIHR-089,BRACKET: surface guided radiation therapy system; ceiling mounted,SOPORTE: sistema de radioterapia guiada por superficie; montado en el techo,SUPPORT : système de radiothérapie à guidage de surface; monté au plafond,1
CTPR,CT Planning Room,SE,ITIN-011,OUTLET: data; single RJ45; ceiling mounted,SALIDA: datos; simple RJ45; montaje en techo,SORTIE : données; RJ45 simple; montée au plafond,2
CTPR,CT Planning Room,SE,ITIN-016,OUTLET: data; single RJ45; wall mounted,SALIDA: datos; simple RJ45; montaje en pared,SORTIE : données; RJ45 simple; fixée au mur,1
CTPR,CT Planning Room,SE,ITIN-026,OUTLET: data; double RJ45; wall mounted,SALIDA: datos; doble RJ45; montaje en pared,SORTIE : données; double RJ45; murale,1
CTPR,CT Planning Room,SE,ELPR-006,RCD: residual current device,RCD: dispositivo de corriente residual,RCD : dispositif de courant résiduel,3
CTPR,CT Planning Room,SE,ELGP-101,GPO: single; ceiling mounted,GPO: simple; montado en el techo,GPO : simple; monté au plafond,2
CTPR,CT Planning Room,SE,ITCL-008,BUTTON: nurse call; staff assist,BOTÓN: llamada a la enfermera; ayuda del personal,BOUTON : appel infirmière; assistance du personnel,1
CTPR,CT Planning Room,SE,ELBO-001,BUTTON: emergency stop,BOTÓN: parada de emergencia,BOUTON : arrêt d'urgence,1
CTPR,CT Planning Room,SE,LIFX-002,"LIGHT: illuminated sign; ""X-Ray in Use""","LUZ: rótulo luminoso; ""X-Ray in Use""",LUMIÈRE : enseigne lumineuse; « X-Ray in Use »,2
CTPR,CT Planning Room,SE,ELBO-015,SWITCH: light; single,INTERRUPTOR: ligero; sencillo,COMMUTATEUR : léger; simple,1
CTPR,CT Planning Room,SE,MGAS-042,OUTLET: oxygen (O2); on services panel,SALIDA: oxígeno (O2); en panel de servicios,SORTIE : oxygène (O2); sur panneau de services,1
CTPR,CT Planning Room,SE,MGAS-062,OUTLET: suction; on services panel,SALIDA: aspiración; en panel de servicios,SORTIE : aspiration; sur panneau de services,1
CTPR,CT Planning Room,SE,ITCL-004,BUTTON: nurse call; emergency,BOTÓN: llamada de enfermera; emergencia,BOUTON : appel infirmière; urgence,1
CTPR,CT Planning Room,SE,ELGP-109,GPO: single; wall mounted,GPO: individual; montado en la pared,GPO : simple; fixé au mur,2
CTPR,CT Planning Room,SE,ELGP-208,GPO: double; wall mounted,GPO: doble; montado en la pared,GPO : double; fixé au mur,4
CTPR,CT Planning Room,SE,ITSE-025,DOOR RELEASE: access control; remote activation,LIBERACIÓN DE PUERTA: control de acceso; activación remota,OUVERTURE DE PORTE : contrôle d'accès; activation à distance,1
CTPR,CT Planning Room,SE,MMSP-026,SERVICES PANEL: wall mounted,PANEL DE SERVICIOS: de pared,PANNEAU DE SERVICES : mural,1
CTPR,CT Planning Room,SE,WLSH-004,SHIELDING: lead lining,PROTECCIÓN: revestimiento de plomo,BLINDAGE : doublure plomb,1
CTPR,CT Planning Room,SE,ELBO-012,SWITCH: light; dimmer,INTERRUPTOR: luz; atenuador,COMMUTATEUR : lumière; gradateur,1
CTPR,CT Planning Room,SE,ITIN-025,OUTLET: data; double RJ45; on services panel,SALIDA: datos; doble RJ45; en panel de servicios,SORTIE : données; double RJ45; sur panneau de services,1
CTPR,CT Planning Room,SE,ELGP-122,GPO: emergency power; single; on services panel,GPO: energía de emergencia; única; en el panel de servicios,GPO : alimentation de secours; simple; sur panneau de services,3
CTPR,CT Planning Room,SE,LIFX-038,LIGHT: backlit feature panels,LUZ: paneles de características retroiluminados,LUMIÈRE : panneaux de fonction rétroéclairés,2
DEN-MLB,Dental Laboratory; Minor,FA,FLVY-004,FLOOR FINISH: vinyl; seamless; coved; non-slip; safety,ACABADO DEL PISO: vinilo; sin costuras; cóncavo; antideslizante; de seguridad,FINITION DE SOL : vinyle; sans couture; à gorge; antidérapant; de sécurité,1
DEN-MLB,Dental Laboratory; Minor,FA,FLSK-010,SKIRTING: vinyl; floor vinyl coved; 150H; prefinished,RODAPIÉS: vinilo; suelo vinílico cóncavo; 150H; preacabado,PLINTHE : vinyle; revêtement de sol en vinyle; 150H; préfini,9
DEN-MLB,Dental Laboratory; Minor,FA,DWPR-005,DOOR PROTECTION: protection plate to 900 AFFL,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL,PROTECTION DE PORTE : plaque de protection à 900 AFFL,1
DEN-MLB,Dental Laboratory; Minor,FA,WLWA-007,WALL FINISH: splashback,ACABADO DE PARED: salpicadero,FINITION MURALE : crédence,1
DEN-MLB,Dental Laboratory; Minor,FA,WLWA-004,WALL FINISH: paint; acrylic; washable,ACABADO DE PARED: pintura; acrílico; lavable,FINITION MURALE : peinture; acrylique; lavable,4
DEN-MLB,Dental Laboratory; Minor,FA,WLWA-010,WALL FINISH: splashback; vinyl,ACABADO DE PARED: salpicadero; vinilo,FINITION MURALE : crédence; vinyle,2
DEN-MLB,Dental Laboratory; Minor,FA,CLTI-008,CEILING: plasterboard; drop-in tiles; prefinished; 600 x 1200,TECHO: cartón yeso; baldosas de encastre; preacabado; 600 x 1200,PLAFOND : plaques de plâtre; tuiles à encastrer; préfini; 600 x 1200,1
DEN-MLB,Dental Laboratory; Minor,FA,DWGL-005,DOOR: 910mm c/o; single leaf; observation panel; solid core/glass; paint,PUERTA: 910 mm c/o; hoja simple; panel de observación; núcleo sólido/vidrio; pintura,PORTE : 910 mm c/o; un vantail; panneau d'observation; âme pleine/verre; peinture,1
DEN-MLB,Dental Laboratory; Minor,FA,CLCN-009,CORNICE: wall trim fixing,CORNICE: fijación de molduras de pared,CORNICHE : fixation de garniture murale,1
DEN-MLB,Dental Laboratory; Minor,FFE,ITNE-052,TELEPHONE: handset; wall mount,TELÉFONO: microteléfono; montaje en pared,TÉLÉPHONE : combiné; support mural,1
DEN-MLB,Dental Laboratory; Minor,FFE,FIJO-021,BENCH: 600D; open under; stainless steel lipped,BANCO: 600D; abierto por debajo; con reborde de acero inoxidable,BANC : 600D; ouvert en dessous; rebord en acier inoxydable,2
DEN-MLB,Dental Laboratory; Minor,FFE,FIJO-135,CUPBOARD: underbench; double door; adj shelves,ARMARIO: bajo banco; puerta doble; estantes adj.,ARMOIRE : sous-banc; double porte; étagères adj,1
DEN-MLB,Dental Laboratory; Minor,FFE,FQCW-016,BIN: waste; general; 20L,CUBO: basura; general; 20L,BAC : déchets; général; 20L,1
DEN-MLB,Dental Laboratory; Minor,FFE,FIDI-014,DISPENSER: disposable glove,DISPENSADOR: guante desechable,DISTRIBUTEUR : gant jetable,1
DEN-MLB,Dental Laboratory; Minor,FFE,FIDI-025,DISPENSER: paper/hand towel,DISPENSADOR: papel / toalla de mano,DISTRIBUTEUR : papier/essuie-mains,1
DEN-MLB,Dental Laboratory; Minor,FFE,FIDI-030,DISPENSER: soap,DISPENSADOR: jabón,DISTRIBUTEUR : savon,1
DEN-MLB,Dental Laboratory; Minor,FFE,FIHR-033,PANEL: for storage bins; wall mount,PANEL: para contenedores de almacenamiento; montaje en pared,PANNEAU : pour bacs de rangement; fixation murale,2
DEN-MLB,Dental Laboratory; Minor,FFE,FIJO-197,SHELF: stainless steel; underbench,ESTANTE: acero inoxidable; debajo del banco,ÉTAGÈRE : acier inoxydable; sous-banc,4
DEN-MLB,Dental Laboratory; Minor,FFE,FIJO-152,CUPBOARD: wall mount; shelf unit; adj shelves,ARMARIO: montaje en pared; estantería; estantes adj.,ARMOIRE : support mural; étagère; étagères adj,5
DEN-MLB,Dental Laboratory; Minor,FFE,FQBS-052,STOOL: mobile; high; adj height,TABURETE: móvil; alto; altura ajustable,TABOURET : mobile; haut; réglable en hauteur,1
DEN-MLB,Dental Laboratory; Minor,FFE,FQSN-006,BIN: storage bins; for wall mounted panel,BIN: contenedores de almacenamiento; para panel de pared,BIN : bacs de rangement; pour panneau mural,10
DEN-MLB,Dental Laboratory; Minor,FFE,MMDN-004,DEVICE: dental; micromotor,DISPOSITIVO: dental; micromotor,DISPOSITIF : dentaire; micromoteur,1
DEN-MLB,Dental Laboratory; Minor,FFE,MMDN-005,DEVICE: dental; model trimmer,DISPOSITIVO: dental; recortadora de modelos,APPAREIL : dentaire; tondeuse modèle,1
DEN-MLB,Dental Laboratory; Minor,FFE,HYBA-010,BASIN: handwash; Type B,LAVABO: lavado a mano; Tipo B,VASQUE : lave-mains; Type B,1
DEN-MLB,Dental Laboratory; Minor,FFE,HYTP-037,TAPWARE: mixer; elbow levers,GRIFERÍA: mezclador; palancas de codo,ROBINETTERIE : mélangeur; leviers coudés,1
DEN-MLB,Dental Laboratory; Minor,FFE,HYTP-038,TAPWARE: mixer; elbow levers; long,TAPWARE: mezclador; palancas acodadas; largo,ROBINETTERIE : mélangeur; leviers coudés; longs,1
DEN-MLB,Dental Laboratory; Minor,FFE,ITNE-007,COMPUTER: desktop; with display screen,COMPUTADORA: de escritorio; con pantalla de visualización,ORDINATEUR : bureau; avec écran d'affichage,1
DEN-MLB,Dental Laboratory; Minor,FFE,HYDR-008,TRAP: plaster,TRAMPA: yeso,PIÈGE : plâtre,1
DEN-MLB,Dental Laboratory; Minor,FFE,MMDN-009,LATHE: dental; polishing,TORNO: dental; pulido,TOUR : dentaire; polissage,1
DEN-MLB,Dental Laboratory; Minor,FFE,MMDN-013,MOULDER: dental; forming machine,MOULDER: dental; máquina formadora,MOULURIER : dentaire; machine de formage,1
DEN-MLB,Dental Laboratory; Minor,FFE,HYBA-052,SINK: single; 450 x 350 x 250D,FREGADERO: simple; 450 x 350 x 250D,LAVABO : simple; 450 x 350 x 250D,1
DEN-MLB,Dental Laboratory; Minor,FFE,FIJO-100,BENCH LEGS: stainless steel; for bench top,PATAS DE BANCO: acero inoxidable; para encimera,PIEDS DE BANC : acier inoxydable; pour plan de travail,2
DEN-MLB,Dental Laboratory; Minor,FFE,ITNE-003,BAR CODING: reader,CODIFICACIÓN DE BARRAS: lector,CODAGE BARRES : lecteur,1
DEN-MLB,Dental Laboratory; Minor,FFE,FIJO-212,BULKHEAD: joinery,MAMPARO: carpintería,CLOISON : menuiserie,2
DEN-MLB,Dental Laboratory; Minor,FFE,FQDW-052,DESK: adj height; 1000W x 600D x 750H nom.,ESCRITORIO: altura ajustable; 1000W x 600D x 750H nom.,BUREAU : hauteur réglable; 1000W x 600D x 750H nom.,1
DEN-MLB,Dental Laboratory; Minor,FFE,MMDN-023,DEVICE: dental extraction unit,DISPOSITIVO: unidad de extracción dental,APPAREIL : unité d'extraction dentaire,1
DEN-MLB,Dental Laboratory; Minor,FFE,MMDN-024,DEVICE: dental; mixing vibrator,DISPOSITIVO: dental; vibrador mezclador,DISPOSITIF : vibrateur dentaire; mélangeur,1
DEN-MLB,Dental Laboratory; Minor,SE,ITIN-016,OUTLET: data; single RJ45; wall mounted,SALIDA: datos; simple RJ45; montaje en pared,SORTIE : données; RJ45 simple; fixée au mur,1
DEN-MLB,Dental Laboratory; Minor,SE,ITIN-026,OUTLET: data; double RJ45; wall mounted,SALIDA: datos; doble RJ45; montaje en pared,SORTIE : données; double RJ45; murale,1
DEN-MLB,Dental Laboratory; Minor,SE,HYDR-004,DRAIN: floor waste,DRENAJE: residuos de suelo,VIDANGE : siphon de sol,1
DEN-MLB,Dental Laboratory; Minor,SE,LIFX-008,LIGHT: task light; built in,LUZ: luz de trabajo; incorporada,LIGHT : lampe de travail; intégrée,5
DEN-MLB,Dental Laboratory; Minor,SE,ELBO-015,SWITCH: light; single,INTERRUPTOR: ligero; sencillo,COMMUTATEUR : léger; simple,3
DEN-MLB,Dental Laboratory; Minor,SE,MGAS-008,OUTLET: compressed air; wall mounted,SALIDA: aire comprimido; montado en la pared,SORTIE : air comprimé; murale,1
DEN-MLB,Dental Laboratory; Minor,SE,ELGP-109,GPO: single; wall mounted,GPO: individual; montado en la pared,GPO : simple; fixé au mur,1
DEN-MLB,Dental Laboratory; Minor,SE,ELGP-208,GPO: double; wall mounted,GPO: doble; montado en la pared,GPO : double; fixé au mur,8
DENSR-1,Dental Surgery; Type 1,FA,FLVY-004,FLOOR FINISH: vinyl; seamless; coved; non-slip; safety,ACABADO DEL PISO: vinilo; sin costuras; cóncavo; antideslizante; de seguridad,FINITION DE SOL : vinyle; sans couture; à gorge; antidérapant; de sécurité,1
DENSR-1,Dental Surgery; Type 1,FA,FLSK-010,SKIRTING: vinyl; floor vinyl coved; 150H; prefinished,RODAPIÉS: vinilo; suelo vinílico cóncavo; 150H; preacabado,PLINTHE : vinyle; revêtement de sol en vinyle; 150H; préfini,7
DENSR-1,Dental Surgery; Type 1,FA,DWPR-005,DOOR PROTECTION: protection plate to 900 AFFL,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL,PROTECTION DE PORTE : plaque de protection à 900 AFFL,1
DENSR-1,Dental Surgery; Type 1,FA,WLWA-007,WALL FINISH: splashback,ACABADO DE PARED: salpicadero,FINITION MURALE : crédence,1
DENSR-1,Dental Surgery; Type 1,FA,WLWA-004,WALL FINISH: paint; acrylic; washable,ACABADO DE PARED: pintura; acrílico; lavable,FINITION MURALE : peinture; acrylique; lavable,4
DENSR-1,Dental Surgery; Type 1,FA,WLWA-010,WALL FINISH: splashback; vinyl,ACABADO DE PARED: salpicadero; vinilo,FINITION MURALE : crédence; vinyle,1
DENSR-1,Dental Surgery; Type 1,FA,CLFS-006,CEILING: plasterboard; flush set; suspended; paint; washable,TECHO: cartón-yeso; empotrado; suspendido; pintado; lavable,PLAFOND : plaques de plâtre; encastré; suspendu; peinture; lavable,1
DENSR-1,Dental Surgery; Type 1,FA,DWWH-005,WINDOW,VENTANA,LA FENÊTRE,1
DENSR-1,Dental Surgery; Type 1,FA,DWGL-005,DOOR: 910mm c/o; single leaf; observation panel; solid core/glass; paint,PUERTA: 910 mm c/o; hoja simple; panel de observación; núcleo sólido/vidrio; pintura,PORTE : 910 mm c/o; un vantail; panneau d'observation; âme pleine/verre; peinture,1
DENSR-1,Dental Surgery; Type 1,FA,CLCN-008,CORNICE: square set flush between wall and ceiling; paint,CORNISA: encastre cuadrado a ras entre pared y techo; pintar,CORNICHE : équerre encastrée entre mur et plafond; peinture,1
DENSR-1,Dental Surgery; Type 1,FFE,DWWD-007,BLIND: venetian; integral,CIEGO: veneciano; integral,AVEUGLE : vénitien; intégral,1
DENSR-1,Dental Surgery; Type 1,FFE,FIHR-019,BRACKET: for suction bottle,SOPORTE: para botella de succión,SUPPORT : pour bouteille d'aspiration,1
DENSR-1,Dental Surgery; Type 1,FFE,FIHR-016,BRACKET: for sharps bin,SOPORTE: para contenedor de objetos punzantes,SUPPORT : pour bac à objets tranchants,1
DENSR-1,Dental Surgery; Type 1,FFE,FQBS-028,CHAIR: visitor; clinical areas,PRESIDENTE: visitante; áreas clínicas,CHAISE : visiteur; zones cliniques,1
DENSR-1,Dental Surgery; Type 1,FFE,FIDI-001,DISPENSER: alcohol based hand rub,DISPENSADOR: desinfectante de manos a base de alcohol,DISTRIBUTEUR : désinfectant pour les mains à base d'alcool,1
DENSR-1,Dental Surgery; Type 1,FFE,FQGE-005,CLOCK: analogue; battery operated,RELOJ: analógico; funciona con pilas,HORLOGE : analogique; à piles,1
DENSR-1,Dental Surgery; Type 1,FFE,FIJO-135,CUPBOARD: underbench; double door; adj shelves,ARMARIO: bajo banco; puerta doble; estantes adj.,ARMOIRE : sous-banc; double porte; étagères adj,1
DENSR-1,Dental Surgery; Type 1,FFE,FIJO-145,CUPBOARD: wall mount; double door; adj shelves; lockable,ARMARIO: montaje en pared; puerta doble; estantes ajustables; con cerradura,ARMOIRE : support mural; double porte; étagères adj; verrouillable,2
DENSR-1,Dental Surgery; Type 1,FFE,FQCW-016,BIN: waste; general; 20L,CUBO: basura; general; 20L,BAC : déchets; général; 20L,1
DENSR-1,Dental Surgery; Type 1,FFE,FIDI-014,DISPENSER: disposable glove,DISPENSADOR: guante desechable,DISTRIBUTEUR : gant jetable,2
DENSR-1,Dental Surgery; Type 1,FFE,FIDI-025,DISPENSER: paper/hand towel,DISPENSADOR: papel / toalla de mano,DISTRIBUTEUR : papier/essuie-mains,1
DENSR-1,Dental Surgery; Type 1,FFE,FIDI-030,DISPENSER: soap,DISPENSADOR: jabón,DISTRIBUTEUR : savon,1
DENSR-1,Dental Surgery; Type 1,FFE,FIDI-031,DISPENSER: soap antiseptic,DISPENSADOR: jabón antiséptico,DISTRIBUTEUR : savon antiseptique,1
DENSR-1,Dental Surgery; Type 1,FFE,FIDI-021,DISPENSER: mask,DISPENSADOR: mascarilla,DISTRIBUTEUR : masque,1
DENSR-1,Dental Surgery; Type 1,FFE,MGFP-004,FLOWMETER: oxygen,CAUDALIMETRO: oxigeno,DÉBITMÈTRE : oxygène,1
DENSR-1,Dental Surgery; Type 1,FFE,FQCW-044,BIN: waste; sharps; wall mounted,BIN: desechos; objetos punzantes; montado en la pared,BIN : déchets; objets tranchants; fixé au mur,1
DENSR-1,Dental Surgery; Type 1,FFE,FQBS-051,STOOL: mobile; adj height,TABURETE: móvil; altura ajustable,TABOURET : mobile; réglable en hauteur,2
DENSR-1,Dental Surgery; Type 1,FFE,MMGE-002,ADAPTER: suction,ADAPTADOR: succión,ADAPTATEUR : aspiration,1
DENSR-1,Dental Surgery; Type 1,FFE,MMGE-100,SUCTION BOTTLE,BOTELLA DE SUCCION,BOUTEILLE D'ASPIRATION,1
DENSR-1,Dental Surgery; Type 1,FFE,MMDN-016,TROLLEY: dental,CARRO: dental,CHARIOT : dentaire,2
DENSR-1,Dental Surgery; Type 1,FFE,HYBA-010,BASIN: handwash; Type B,LAVABO: lavado a mano; Tipo B,VASQUE : lave-mains; Type B,1
DENSR-1,Dental Surgery; Type 1,FFE,ITNE-063,DISPLAY SCREEN: for computer,PANTALLA DE VISUALIZACIÓN: para computadora,ÉCRAN D'AFFICHAGE : pour ordinateur,1
DENSR-1,Dental Surgery; Type 1,FFE,HYTP-037,TAPWARE: mixer; elbow levers,GRIFERÍA: mezclador; palancas de codo,ROBINETTERIE : mélangeur; leviers coudés,1
DENSR-1,Dental Surgery; Type 1,FFE,HYTP-038,TAPWARE: mixer; elbow levers; long,TAPWARE: mezclador; palancas acodadas; largo,ROBINETTERIE : mélangeur; leviers coudés; longs,1
DENSR-1,Dental Surgery; Type 1,FFE,MMDN-002,CHAIR: dental; electric,SILLA: dental; eléctrica,CHAISE : dentaire; électrique,1
DENSR-1,Dental Surgery; Type 1,FFE,MMDN-018,X-RAY UNIT: dental; wall mounted,UNIDAD DE RAYOS X: dental; de pared,UNITÉ À RAYONS X : dentaire; murale,1
DENSR-1,Dental Surgery; Type 1,FFE,MMDN-020,LIGHT: dental; ceiling mounted,LUZ: dental; montaje en techo,LUMIÈRE : dentaire; montée au plafond,1
DENSR-1,Dental Surgery; Type 1,FFE,ITNE-053,TELEPHONE: handset; wall mount; handsfree,TELÉFONO: auricular; montaje en pared; manos libres,TÉLÉPHONE : combiné; support mural; mains libres,1
DENSR-1,Dental Surgery; Type 1,FFE,FIJO-059,BENCH TOP: 600D; joinery under; laminate finish,BANCO SUPERIOR: 600D; carpintería debajo; acabado laminado,BANC TOP : 600D; sous menuiserie; finition stratifié,2
DENSR-1,Dental Surgery; Type 1,FFE,FIJO-099,CAC: cable access cap,CAC: tapa de acceso a cables,CAC : capuchon d'accès au câble,1
DENSR-1,Dental Surgery; Type 1,FFE,FIJO-212,BULKHEAD: joinery,MAMPARO: carpintería,CLOISON : menuiserie,2
DENSR-1,Dental Surgery; Type 1,FFE,FIJO-213,PANEL: joinery carcass end,PANEL: extremo de la carcasa de carpintería,PANNEAU : menuiserie bout de corps,1
DENSR-1,Dental Surgery; Type 1,FFE,ITNE-067,KEYBOARD: keyboard and mouse only,TECLADO: solo teclado y mouse,CLAVIER : clavier et souris uniquement,1
DENSR-1,Dental Surgery; Type 1,FFE,HYBA-079,SINK: single; dental,FREGADERO: simple; dental,LAVABO : simple; dentaire,1
DENSR-1,Dental Surgery; Type 1,FFE,FIHR-091,RACK: lead apron; single,RACK: delantal de plomo; sencillo,RACK : tablier en plomb; simple,1
DENSR-1,Dental Surgery; Type 1,FFE,MMDN-022,CONSOLE: dentist; chair mounted,CONSOLA: dentista; montada en sillón,CONSOLE : dentiste; montée sur chaise,1
DENSR-1,Dental Surgery; Type 1,FFE,MMDN-021,CONSOLE: dental assistant; chair mounted,CONSOLA: asistente dental; montada en silla,CONSOLE : assistante dentaire; montée sur fauteuil,1
DENSR-1,Dental Surgery; Type 1,FFE,MMDN-025,MONITOR: dentist; chair mounted,MONITOR: dentista; montado en silla,MONITEUR : dentiste; monté sur chaise,1
DENSR-1,Dental Surgery; Type 1,FFE,FIHR-088,BRACKET: for monitor; desk mounted; articulated; adj height,SOPORTE: para monitor; montado en escritorio; articulado; altura ajustable,SUPPORT : pour moniteur; monté sur bureau; articulé; réglable en hauteur,1
DENSR-1,Dental Surgery; Type 1,SE,ITIN-016,OUTLET: data; single RJ45; wall mounted,SALIDA: datos; simple RJ45; montaje en pared,SORTIE : données; RJ45 simple; fixée au mur,1
DENSR-1,Dental Surgery; Type 1,SE,ITIN-026,OUTLET: data; double RJ45; wall mounted,SALIDA: datos; doble RJ45; montaje en pared,SORTIE : données; double RJ45; murale,1
DENSR-1,Dental Surgery; Type 1,SE,ELPR-006,RCD: residual current device,RCD: dispositivo de corriente residual,RCD : dispositif de courant résiduel,2
DENSR-1,Dental Surgery; Type 1,SE,MGAS-053,OUTLET: scavenge; on services panel,OUTLET: barrido; en el panel de servicios,SORTIE : récupération; sur panneau de services,1
DENSR-1,Dental Surgery; Type 1,SE,HYTP-008,OUTLET: cold water,SALIDA: agua fría,SORTIE : eau froide,1
DENSR-1,Dental Surgery; Type 1,SE,HYDR-001,DRAIN: special requirements,DRENAJE: requisitos especiales,VIDANGE : exigences particulières,1
DENSR-1,Dental Surgery; Type 1,SE,LIFX-008,LIGHT: task light; built in,LUZ: luz de trabajo; incorporada,LIGHT : lampe de travail; intégrée,2
DENSR-1,Dental Surgery; Type 1,SE,ELBO-015,SWITCH: light; single,INTERRUPTOR: ligero; sencillo,COMMUTATEUR : léger; simple,1
DENSR-1,Dental Surgery; Type 1,SE,MGAS-042,OUTLET: oxygen (O2); on services panel,SALIDA: oxígeno (O2); en panel de servicios,SORTIE : oxygène (O2); sur panneau de services,1
DENSR-1,Dental Surgery; Type 1,SE,MGAS-032,OUTLET: nitrous oxide (N2O); on services panel,SALIDA: óxido nitroso (N2O); en panel de servicios,SORTIE : protoxyde d'azote (N2O); sur panneau de services,1
DENSR-1,Dental Surgery; Type 1,SE,MGAS-062,OUTLET: suction; on services panel,SALIDA: aspiración; en panel de servicios,SORTIE : aspiration; sur panneau de services,1
DENSR-1,Dental Surgery; Type 1,SE,ITCL-004,BUTTON: nurse call; emergency,BOTÓN: llamada de enfermera; emergencia,BOUTON : appel infirmière; urgence,1
DENSR-1,Dental Surgery; Type 1,SE,ELGP-208,GPO: double; wall mounted,GPO: doble; montado en la pared,GPO : double; fixé au mur,6
DENSR-1,Dental Surgery; Type 1,SE,ELGP-110,GPO: single; wall mounted; cleaner,GPO: simple; montado en la pared; limpiador,GPO : simple; mural; nettoyeur,1
DENSR-1,Dental Surgery; Type 1,SE,ELGP-123,GPO: emergency power; single; wall mounted,GPO: energía de emergencia; simple; montado en la pared,GPO : alimentation de secours; simple; murale,1
DENSR-1,Dental Surgery; Type 1,SE,ITSE-006,BUTTON: duress; fixed,BOTÓN: coacción; fijo,BOUTON : contrainte; fixe,1
DENSR-1,Dental Surgery; Type 1,SE,MMSP-026,SERVICES PANEL: wall mounted,PANEL DE SERVICIOS: de pared,PANNEAU DE SERVICES : mural,1
DENSR-1,Dental Surgery; Type 1,SE,ELGP-125,GPO: emergency power; single; ceiling mounted,GPO: energía de emergencia; simple; montado en el techo,GPO : alimentation de secours; simple; montée au plafond,1
DENSR-1,Dental Surgery; Type 1,SE,MGAS-020,OUTLET: medical air (MA),SALIDA: aire medicinal (MA),SORTIE : air médical (MA),1
DENSR-1,Dental Surgery; Type 1,SE,MGAS-090,OUTLET: vacuum,SALIDA: vacío,SORTIE : vide,1
DENSR-1,Dental Surgery; Type 1,SE,ITIN-010,OUTLET: data; single RJ45,SALIDA: datos; simple RJ45,SORTIE : données; RJ45 simple,1
DENSR-1,Dental Surgery; Type 1,SE,ELGE-004,DIRECT CONNECTION: power; emergency,CONEXIÓN DIRECTA: energía; emergencia,CONNEXION DIRECTE : alimentation; secours,1
DENSR-2,Dental Surgery; Type 2,FA,FLVY-004,FLOOR FINISH: vinyl; seamless; coved; non-slip; safety,ACABADO DEL PISO: vinilo; sin costuras; cóncavo; antideslizante; de seguridad,FINITION DE SOL : vinyle; sans couture; à gorge; antidérapant; de sécurité,1
