item_type,item_code,item_name_en,item_name_es,item_name_fr
FFE,FIRT-032,"TRACK: curtain, privacy, L shaped","PISTA: cortina, privacidad, en forma de L","PISTE : rideau, intimité, en forme de L"
FFE,FIRT-033,"TRACK: curtain, shower","PISTA: cortina, ducha","PISTE : rideau, douche"
FFE,FIRT-034,"TRACK: curtain, shower, 90 deg","PISTA: cortina, ducha, 90 grados","PISTE : rideau, douche, 90 degrés"
FFE,FIRT-038,"TRACK: ceiling mounted, IV, straight","CARRIL: montado en el techo, IV, recto","RAILS : montage au plafond, IV, droit"
FFE,FIRT-039,"TRACK: curtain, privacy, Z shaped, angled","PISTA: cortina, privacidad, en forma de Z, en ángulo","PISTE : rideau, intimité, en forme de Z, en angle"
FFE,FIRT-040,"TRACK: curtain, privacy, L shaped, angled","PISTA: cortina, privacidad, en forma de L, en ángulo","PISTE : rideau, intimité, en forme de L, en angle"
FFE,FIRT-041,"TRACK: curtain, privacy, U shaped, angled","PISTA: cortina, privacidad, en forma de U, en ángulo","PISTE : rideau, intimité, en forme de U, en angle"
FFE,FIRT-042,"TRACK: curtain, bedscreen, U shaped, angled","CARRIL: cortina, mampara, en forma de U, en ángulo","PISTE : rideau, paravent, en U, coudé"
FFE,FIRT-043,RAIL: equipment - horizontal,CARRIL: equipamiento - horizontal,RAIL : équipement - horizontal
FFE,FIRT-044,"GRAB RAIL: bath, vertical","PASACABLE: baño, vertical","RAIL D'APPUI : baignoire, vertical"
FFE,FIRT-045,"GRAB RAIL: shower, horizontal and vertical","BARRA DE APOYO: ducha, horizontal y vertical","RAIL D'APPUI : douche, horizontale et verticale"
FFE,FIRT-046,"GRAB RAIL: stainless steel, freestanding","BARANDILLA: acero inoxidable, independiente","RAIL D'APPUI : acier inoxydable, autoportant"
FFE,FIRT-047,"TRACK: curtain, privacy, U shaped","PISTA: cortina, privacidad, en forma de U","PISTE : rideau, intimité, en forme de U"
FFE,FIRT-048,GRAB RAIL: L-shaped,RIEL DE ASA: en forma de L,RAIL D'APPUI : en L
FA,FLCP-003,"FLOOR FINISH: carpet, broadloom, 48 oz., 90/10 wool/nylon","ACABADO DEL PISO: alfombra, en rollo, 48 oz., 90/10 lana/nylon","FINITION À PLANCHER : tapis, lés, 48 ​​oz, 90/10 laine/nylon"
FA,FLCP-006,"FLOOR FINISH: carpet, carpet tiles, 90/10 wool/nylon","ACABADO DEL PISO: moqueta, losetas de moqueta, lana / nailon 90/10","FINITION DU SOL : moquette, dalles de moquette, laine 90/10/nylon"
FA,FLGE-003,"FLOOR FINISH: concrete, sealed, trowel","ACABADO DE PISO: hormigón, sellado, llana","FINITION DE SOL : béton, scellé, truelle"
FA,FLGE-010,"FLOOR FINISH: tiles, ceramic, non-slip","ACABADO DE PISO: baldosas, cerámica, antideslizante","FINITION DE SOL : carrelage, céramique, antidérapant"
FA,FLGE-016,"FLOOR MAT: recessed, composite slip resistant","ALFOMBRA DE PISO: empotrada, compuesta antideslizante","TAPIS DE SOL : encastré, composite antidérapant"
FA,FLGE-019,FLOOR HOB: Shower,ENCIMERA DE PISO: Ducha,PLAQUE AU SOL : Douche
FA,FLSK-002,"SKIRTING: concrete, coved to 150 AFFL, sealed","ZÓCALO: hormigón, cóncavo a 150 AFFL, sellado","PLINTHE : béton, plié à 150 AFFL, scellé"
FA,FLSK-003,"SKIRTING: laminate, 150H, prefinished","RODAPIÉ: laminado, 150H, preacabado","PLINTHE : stratifié, 150H, préfini"
FA,FLSK-004,"SKIRTING: tiles, coved, to match floor tiles","ZÓCALO: baldosas, cóncavas, a juego con baldosas","PLINTHE : carrelage, concave, assorti au carrelage du sol"
FA,FLSK-008,SKIRTING: to suit glazing system over,ZÓCALO: para adaptarse al sistema de acristalamiento,PLINTHE : pour s'adapter au système de vitrage sur
FA,FLSK-009,"SKIRTING: vinyl, feather edged, 150H, prefinished","ZÓCALO: vinilo, borde de pluma, 150H, preacabado","PLINTHE : vinyle, bord plume, 150H, préfini"
FA,FLSK-010,"SKIRTING: vinyl, floor vinyl coved, 150H, prefinished","RODAPIÉS: vinilo, suelo vinílico cóncavo, 150H, preacabado","PLINTHE : vinyle, revêtement de sol en vinyle, 150H, préfini"
FA,FLSK-011,"SKIRTING: vinyl, floor vinyl coved, 150H, prefinished, anti ligature","RODAPIÉS: vinilo, suelo vinilo cóncavo, 150H, preacabado, antiligadura","PLINTHE : vinyle, sol vinyle à gorge, 150H, préfini, anti ligature"
FA,FLVY-001,"FLOOR FINISH: vinyl, seamless, coved, anti-static","ACABADO DEL PISO: vinilo, sin juntas, cóncavo, antiestático","FINITION DE SOL : vinyle, sans couture, à gorge, antistatique"
FA,FLVY-002,"FLOOR FINISH: vinyl, seamless, coved, cushioned","ACABADO DEL PISO: vinilo, sin costuras, cóncavo, acolchado","FINITION DU SOL : vinyle, sans couture, à rainures, coussiné"
FA,FLVY-003,"FLOOR FINISH: vinyl, seamless, coved, non slip","ACABADO DEL PISO: vinilo, sin costuras, cóncavo, antideslizante","FINITION DU SOL : vinyle, sans couture, à gorge, antidérapant"
FA,FLVY-004,"FLOOR FINISH: vinyl, seamless, coved, non-slip, safety","ACABADO DEL PISO: vinilo, sin costuras, cóncavo, antideslizante, de seguridad","FINITION DE SOL : vinyle, sans couture, à gorge, antidérapant, de sécurité"
FA,FLVY-005,"FLOOR FINISH: vinyl, seamless, coved, non slip, studded","ACABADO DEL PISO: vinilo, sin costuras, cóncavo, antideslizante, tachonado","FINITION DU SOL : vinyle, sans couture, à gorge, antidérapant, clouté"
FA,FLVY-006,"FLOOR FINISH: vinyl, seamless, coved, non slip, textured","ACABADO DEL PISO: vinilo, sin costuras, cóncavo, antideslizante, texturizado","FINITION DE SOL : vinyle, sans couture, à gorge, antidérapante, texturée"
FA,FLVY-007,"FLOOR FINISH: vinyl, seamless, coved, standard slip resistant","ACABADO DEL PISO: vinilo, sin costuras, cóncavo, estándar antideslizante","FINITION DU SOL : vinyle, sans couture, à gorge, antidérapant standard"
FA,FLVY-009,"FLOOR FINISH: vinyl, seamless, coved, wet area, non-slip","ACABADO DEL PISO: vinilo, sin costuras, cóncavo, área húmeda, antideslizante","FINITION DU SOL : vinyle, sans couture, à gorge, zone humide, antidérapant"
FA,FLVY-010,"FLOOR FINISH: vinyl, seamless, inset floor markings","ACABADO DEL PISO: vinilo, sin juntas, marcas de piso empotradas","FINITION AU SOL : vinyle, sans couture, marquages ​​au sol incrustés"
FFE,FQBS-001,BASSINET,MOISÉS,BERCEAU
FFE,FQBS-004,"BED: domestic, single with mattress","CAMA: doméstica, individual con colchón","LIT : domestique, simple avec matelas"
FFE,FQBS-007,"BENCH SEAT: freestanding, indoor","ASIENTO DE BANCO: independiente, interior","BANQUETTE : autoportante, d'intérieur"
FFE,FQBS-008,"BENCH SEAT: freestanding, patient transfer","ASIENTO DE BANCO: independiente, traslado de pacientes","BANQUETTE : autoportante, transfert du patient"
FFE,FQBS-010,CHAIR: armchair,SILLA: sillón,CHAISE : fauteuil
FFE,FQBS-012,CHAIR: child,SILLA: niño,CHAISE : enfant
FFE,FQBS-014,CHAIR: client,PRESIDENTE: cliente,PRÉSIDENT : cliente
FFE,FQBS-015,CHAIR: dining,SILLA: comedor,CHAISE : salle à manger
FFE,FQBS-017,CHAIR: meeting room,SILLA: sala de reuniones,CHAISE : salle de réunion
FFE,FQBS-018,"CHAIR: office, ergonomic","SILLA: oficina, ergonómica","CHAISE : bureau, ergonomique"
FFE,FQBS-019,"CHAIR: office, ergonomic, high","SILLA: oficina, ergonómica, alta","CHAISE : bureau, ergonomique, haute"
FFE,FQBS-022,"CHAIR: recliner, clinical","SILLA: reclinable, clínica","FAUTEUIL : inclinable, clinique"
FFE,FQBS-028,"CHAIR: visitor, clinical areas","PRESIDENTE: visitante, áreas clínicas","CHAISE : visiteur, zones cliniques"
FFE,FQBS-029,"CHAIR: visitor, office areas","SILLA: visitante, áreas de oficina","CHAISE : visiteur, espaces bureaux"
FFE,FQBS-030,"CHAIR: visitor, patient","SILLA: visitante, paciente","CHAISE : visiteur, patient"
FFE,FQBS-032,CHAIR: waiting,SILLA: esperando,CHAISE : en attente
FFE,FQBS-035,CHANGE TABLE: baby,CAMBIO DE MESA: bebé,TABLE A CHANGE : bébé
FFE,FQBS-037,FOOTSTOOL,ESCABEL,TABOURET
FFE,FQBS-039,LOUNGE: 1 seat,SALÓN: 1 asiento,SALON : 1 place
FFE,FQBS-041,LOUNGE: 2.5 seat,"SALÓN: 2,5 plazas","SALON : 2,5 places"
FFE,FQBS-042,"LOUNGE: 2 seat, 1200 wide","SALÓN: 2 asientos, 1200 de ancho","SALON : 2 places, 1200 de large"
FFE,FQBS-043,"LOUNGE: 2 seat, 1600 wide","SALÓN: 2 asientos, 1600 ancho","SALON: 2 places, 1600 de large"
FFE,FQBS-047,MATTRESS: foam,COLCHÓN: espuma,MATELAS : mousse
FFE,FQBS-051,"STOOL: mobile, adj height","TABURETE: móvil, altura ajustable","TABOURET : mobile, réglable en hauteur"
FFE,FQBS-052,"STOOL: mobile, high, adj height","TABURETE: móvil, alto, altura ajustable","TABOURET : mobile, haut, réglable en hauteur"
FFE,FQBS-054,STOOL: ottoman,TABURETE: otomana,TABOURET : pouf
FFE,FQBS-055,CHAIR: overnight fold out,SILLA: plegable durante la noche,CHAISE : à déplier pour la nuit
FFE,FQBS-056,"CHAIR: tub, mental health","SILLA: bañera, salud mental","CHAISE : baignoire, santé mentale"
FFE,FQBS-058,"CHAIR: visitor, patient, with arms ","SILLA: visitante, paciente, con brazos","CHAISE : visiteur, patient, avec bras"
FFE,FQCA-014,DISPENSER: cup,DISPENSADOR: taza,DISTRIBUTEUR : tasse
FFE,FQCA-015,"DISPENSER: ice, potable","DISPENSADOR: hielo, potable","DISTRIBUTEUR : glace, potable"
FFE,FQCA-019,DISPENSER: water,DISPENSADOR: agua,DISTRIBUTEUR : eau
FFE,FQCA-026,"FRIDGE: commercial, floor standing, double door","FRIGORÍFICO: profesional, de pie, puerta doble","FRIGO : commercial, au sol, double porte"
FFE,FQCA-030,"FRIDGE: domestic, 120L","FRIGORÍFICO: doméstico, 120L","FRIGO : domestique, 120L"
FFE,FQCA-031,"FRIDGE: domestic, 250L","FRIGORÍFICO: doméstico, 250L","FRIGO : domestique, 250L"
FFE,FQCA-032,"FRIDGE: domestic, 300L","FRIGORÍFICO: doméstico, 300L","FRIGO : domestique, 300L"
FFE,FQCA-038,"FRIDGE: domestic, underbench, 80L","NEVERA: doméstica, bajo mesada, 80L","FRIGO : domestique, sous paillasse, 80L"
FFE,FQCA-046,KETTLE: electric,HERVIDOR: eléctrico,BOUILLOIRE : électrique
FFE,FQCA-055,"MACHINE: vending, cold, drinks","MÁQUINA: vending, frío, bebidas","MACHINE : vente, froid, boissons"
FFE,FQCA-057,"MACHINE: vending, snacks","MAQUINA: vending, snacks","MACHINE : distributeur automatique, collations"
FFE,FQCA-063,OVEN: electric,HORNO: eléctrico,FOUR : électrique
FFE,FQCA-067,"OVEN: microwave, domestic","HORNO: microondas, doméstico","FOUR : micro-onde, domestique"
FFE,FQCA-072,RANGEHOOD,CAMPANA EXTRACTORA,CUISINIÈRE
FFE,FQCA-080,TOASTER: domestic,TOSTADOR: doméstico,GRILLE-PAIN : domestique
FFE,FQCA-082,"TROLLEY: food delivery, hot/cold","CARRO: comida a domicilio, caliente / fría","CHARIOT : livraison de repas, chaud/froid"
FFE,FQCA-086,"WARMER: bottle, mobile","WARMER: biberón, móvil","RÉCHAUFFEUR : bouteille, mobile"
FFE,FQCA-089,COOKTOP: induction,COCINA: inducción,TABLE DE CUISSON : induction
FFE,FQCW-004,"BIN: waste, clinical, 120L","CONTENEDOR: basura, clínico, 120L","BAC : déchets, clinique, 120L"
FFE,FQCW-005,"BIN: waste, clinical, 20L","BIN: residuos, clínicos, 20L","BAC : déchets, clinique, 20L"
FFE,FQCW-006,"BIN: waste, clinical, 240L","BIN: residuos, clínicos, 240L","BAC : déchets, clinique, 240L"
FFE,FQCW-008,"BIN: waste, clinical, 50L","CONTENEDOR: basura, clínico, 50L","BAC : déchets, clinique, 50L"
FFE,FQCW-010,"BIN: waste, clinical, 80L","CONTENEDOR: basura, clínico, 80L","BAC : déchets, clinique, 80L"
FFE,FQCW-012,"BIN: waste, cytotoxic, 20L","BIN: residuos, citotóxico, 20L","BAC : déchets, cytotoxiques, 20L"
FFE,FQCW-013,"BIN: waste, cytotoxic, 240L","BIN: residuos, citotóxicos, 240L","BAC : déchets, cytotoxiques, 240L"
FFE,FQCW-015,"BIN: waste, general, 120L","CONTENEDOR: residuos, general, 120L","BAC : déchets, général, 120L"
FFE,FQCW-016,"BIN: waste, general, 20L","CUBO: basura, general, 20L","BAC : déchets, général, 20L"
FFE,FQCW-017,"BIN: waste, general, 240L","CONTENEDOR: residuos, general, 240L","BAC : déchets, général, 240L"
FFE,FQCW-019,"BIN: waste, general, 50L","CUBO: basura, general, 50L","BAC : déchets, général, 50L"
FFE,FQCW-029,"BIN: waste, recycling, paper, 240L","BIN: residuos, reciclaje, papel, 240L","BAC : déchets, recyclage, papier, 240L"
FFE,FQCW-035,"BIN: waste, recycling, plastics, 50L","BIN: residuos, reciclaje, plásticos, 50L","BAC : déchets, recyclage, plastiques, 50L"
FFE,FQCW-037,"BIN: waste, sanitary","BIN: residuos, sanitario","BAC : déchets, sanitaire"
FFE,FQCW-038,"BIN: waste, secure","BIN: residuos, seguro","BAC : déchet, sécurisé"
FFE,FQCW-043,"BIN: waste, sharps, on trolley","BIN: residuos, objetos punzocortantes, en carro","BAC : déchets, objets tranchants, sur chariot"
FFE,FQCW-044,"BIN: waste, sharps, wall mounted","BIN: desechos, objetos punzantes, montado en la pared","BIN : déchets, objets tranchants, fixé au mur"
FFE,FQCW-045,BUCKET: cleaner,CUBO: limpiador,SEAU : nettoyeur
FFE,FQCW-050,"CLEANER: vacuum, commercial","LIMPIADOR: aspiradora, comercial","NETTOYANT : aspirateur, commercial"
FFE,FQCW-056,"MACHINE: washing, domestic","MÁQUINA: lavadora, doméstica","MACHINE : à laver, domestique"
FFE,FQCW-058,MOP,FREGAR,SERPILLIÈRE
FFE,FQCW-059,"POLISHER: floor, scrubber","PULIDORA: piso, fregadora","POLISSEUR : sol, autolaveuse"
FFE,FQCW-060,"BIN: waste, cytotoxic, 50L","BIN: residuos, citotóxico, 50L","BAC : déchets, cytotoxiques, 50L"
FFE,FQCW-061,"BIN: waste, pharmaceutical",BIN: residuos farmacéuticos,BIN : déchets pharmaceutiques
FFE,FQCW-062,"BIN: waste, recycling, comingled, 50L","BIN: residuos, reciclaje, mezclados, 50L","BAC : déchets, recyclage, melange, 50L"
FFE,FQCW-063,"MACHINE: washing, domestic, front loading","MÁQUINA: lavado, doméstico, carga frontal","MACHINE : à laver, domestique, à chargement frontal"
FFE,FQCW-064,"BIN: waste, paper, secure, 20L","BIN: basura, papel, seguro, 20L","BAC : poubelle, papier, sécurisé, 20L"
FFE,FQCW-065,"BIN: waste, pharmaceutical 50L",BIN: residuos farmacéuticos 50L,"BAC : déchets, pharmaceutique 50L"
FFE,FQDW-001,"DESK: adj height, 1500W x 750D x 750H nom.","ESCRITORIO: altura ajustable, 1500W x 750D x 750H nom.","BUREAU : hauteur réglable, 1500W x 750D x 750H nom."
FFE,FQDW-002,"DESK: adj height, 1800W x 750D x 750H nom.","ESCRITORIO: altura ajustable, 1800W x 750D x 750H nom.","BUREAU : hauteur réglable, 1800W x 750D x 750H nom."
FFE,FQDW-004,"KEYBOARD SHELF: drop down, for workstation","ESTANTE PARA TECLADO: desplegable, para estación de trabajo","ÉTAGÈRE CLAVIER : déroulante, pour poste de travail"
FFE,FQDW-006,LECTERN: mobile,ATRAL: móvil,PUPITRE : mobile
FFE,FQDW-010,SHELF: workstation system,SHELF: sistema de puesto de trabajo,ÉTAGÈRE : système de poste de travail
FFE,FQDW-019,"WORKSTATION: corner, adj height, 1800/1800W x 750D x 750H nom.","ESTACIÓN DE TRABAJO: esquina, altura ajustable, 1800/1800W x 750D x 750H nom.","POSTE DE TRAVAIL : coin, hauteur réglable, 1800/1800W x 750P x 750H nom."
FFE,FQDW-025,"DESK: built in, return end, anti ligature","ESCRITORIO: incorporado, extremo de retorno, antiligadura","BUREAU : intégré, extrémité retour, anti ligature"
FFE,FQDW-028,"WORKSTATION: straight, adj height, 1200W x 750D x 750H nom.","ESTACIÓN DE TRABAJO: recta, altura ajustable, 1200W x 750D x 750H nom.","POSTE DE TRAVAIL : droit, hauteur réglable, 1200W x 750D x 750H nom."
FFE,FQDW-031,"WORKSTATION: straight, adj height, 1650W x 750D x 750H nom.","ESTACIÓN DE TRABAJO: recta, altura ajustable, 1650W x 750D x 750H nom.","POSTE DE TRAVAIL : droit, hauteur réglable, 1650W x 750D x 750H nom."
FFE,FQDW-032,"WORKSTATION: straight, adj height, 1800W x 750D x 750H nom.","ESTACIÓN DE TRABAJO: recta, altura ajustable, 1800W x 750D x 750H nom.","POSTE DE TRAVAIL : droit, hauteur réglable, 1800W x 750D x 750H nom."
FFE,FQDW-036,PARTITION: workstation system,PARTICIÓN: sistema de estación de trabajo,PARTITION : système de poste de travail
FFE,FQDW-037,"DESK: adj height, 1500W x 750D x 750H nom.","ESCRITORIO: altura ajustable, 1500W x 750D x 750H nom.","BUREAU : hauteur réglable, 1500W x 750D x 750H nom."
FFE,FQDW-039,"DESK: adj height, 800W x 600D x 1000H nom.","ESCRITORIO: altura ajustable, 800W x 600D x 1000H nom.","BUREAU : hauteur réglable, 800W x 600D x 1000H nom."
FFE,FQDW-040,"DESK: fixed height, 1200W x 750D x 720H","ESCRITORIO: altura fija, 1200W x 750D x 720H","BUREAU : hauteur fixe, 1200W x 750P x 720H"
FFE,FQDW-043,"PARTITION: workstation system, acoustic","PARTICIÓN: sistema de puesto de trabajo, acústico","CLOISON : système de poste de travail, acoustique"
FFE,FQDW-044,"WORKSTATION: straight, adj height, 1800W x 800D x 750H nom.","ESTACIÓN DE TRABAJO: recta, altura ajustable, 1800W x 800D x 750H nom.","POSTE DE TRAVAIL : droit, hauteur réglable, 1800W x 800P x 750H nom."
FFE,FQDW-045,"DESK: adj height, 2400W x 750D x 750H nom.","ESCRITORIO: altura ajustable, 2400 W x 750 D x 750 H nom.","BUREAU : hauteur réglable, 2400W x 750D x 750H nom."
FFE,FQDW-046,"WORKSTATION: pharmacy,straight, adj height, 1800W x 750D x 900H nom.","ESTACIÓN DE TRABAJO: farmacia, recta, altura ajustable, 1800W x 750D x 900H nom.","POSTE DE TRAVAIL : pharmacie, droit, hauteur réglable, 1800W x 750D x 900H nom."
FFE,FQDW-047,"WORKSTATION: pharmacy, services spine bench","PUESTO DE TRABAJO: farmacia, banco de servicios columna vertebral","POSTE DE TRAVAIL : pharmacie, services colonne vertébrale banc"
FFE,FQDW-048,"WORKSTATION: pharmacy, services spine shelves","PUESTO DE TRABAJO: farmacia, estanterías de lomo de servicios","POSTE DE TRAVAIL : pharmacie, services colonne vertébrale étagères"
FFE,FQDW-049,"DESK: adj height, 1200W x 600D x 750H nom.","ESCRITORIO: altura de ajuste, 1200W x 600D x 750H nom.","BUREAU : hauteur réglable, 1200W x 600D x 750H nom."
FFE,FQDW-051,"DESK: adj height, 1500W x 600D x 900H nom.","ESCRITORIO: altura ajustable, 1500W x 600D x 900H nom.","BUREAU : hauteur réglable, 1500W x 600D x 900H nom."
FFE,FQDW-052,"DESK: adj height, 1000W x 600D x 750H nom.","ESCRITORIO: altura ajustable, 1000W x 600D x 750H nom.","BUREAU : hauteur réglable, 1000W x 600D x 750H nom."
FFE,FQDW-053,"DESK: fixed height, 1000W x 600D x 720H","ESCRITORIO: altura fija, 1000W x 600D x 720H","BUREAU : hauteur fixe, 1000W x 600D x 720H"
FFE,FQGE-002,ARTWORK,OBRA DE ARTE,OUVRAGES D'ART
FFE,FQGE-005,"CLOCK: analogue, battery operated","RELOJ: analógico, funciona con pilas","HORLOGE : analogique, à piles"
FFE,FQGE-009,CURTAIN: bed screen,CORTINA: biombo de cama,RIDEAU : paravent
FFE,FQGE-010,CURTAIN: privacy screen,CORTINA: pantalla de privacidad,RIDEAU : écran de confidentialité
FFE,FQGE-011,CURTAIN: shower,CORTINA: ducha,RIDEAU : douche
FFE,FQGE-015,"DRYER: clothes, domestic","SECADORA: ropa, doméstica","SÈCHE-LINGE : vêtements, domestique"
FFE,FQGE-028,"IRON: clothes, electric","HIERRO: ropa, eléctrico","FER: vêtements, électrique"
FFE,FQGE-034,MACHINE: ATM,MÁQUINA: ATM,MACHINE : ATM
FFE,FQGE-037,MACHINE: cash register,MÁQUINA: caja registradora,MACHINE : caisse enregistreuse
FFE,FQGE-038,MACHINE: electronic funds transfer at point of sale (EFTPOS),MÁQUINA: transferencia electrónica de fondos en el punto de venta (EFTPOS),MACHINE : transfert électronique de fonds au point de vente (EFTPOS)
FFE,FQGE-043,MACHINE: sewing,MÁQUINA: coser,MACHINE : à coudre
FFE,FQGE-044,MAT: baby change,MAT: cambio de bebé,TAPIS : change de bébé
FFE,FQGE-049,PHOTOCOPIER: benchtop,FOTOCOPIADORA: de mesa,PHOTOCOPIER : paillasse
FFE,FQGE-050,PHOTOCOPIER: floorstanding,FOTOCOPIADORA: de pie,PHOTOCOPIER : au sol
FFE,FQGE-056,"PRINTER: desktop, labels","IMPRESORA: escritorio, etiquetas","IMPRIMANTE : bureau, étiquettes"
FFE,FQGE-069,"SCREEN: projection, ceiling mounted, automatic","PANTALLA: proyección, montaje en techo, automático","ÉCRAN : projection, plafonnier, automatique"
FFE,FQGE-070,"SCREEN: projection, ceiling mounted, manual","PANTALLA: proyección, montaje en techo, manual","ÉCRAN : projection, montage au plafond, manuel"
FFE,FQGE-080,STAND: public telephone,STAND: teléfono público,STAND : téléphone public
FFE,FQGE-091,"FRIDGE: milk, small","NEVERA: leche, pequeña","FRIGO : lait, petit"
FFE,FQGE-093,"PRINTER: desktop, labels, pharmacy","IMPRESORA: escritorio, etiquetas, farmacia","IMPRIMANTE : bureau, étiquettes, pharmacie"
FFE,FQSM-003,"PEDESTAL: mobile, wire basket unit, 840H","PEDESTAL: móvil, unidad de canasta de alambre, 840H","PIÉDESTAL : mobile, unité de panier en fil, 840H"
FFE,FQSM-007,"PEDESTAL: mobile, drawer unit, 660H","PEDESTAL: móvil, cajonera, 660H","CAISSON : mobile, bloc tiroirs, 660H"
FFE,FQSM-009,"PEDESTAL: mobile, filing unit, 660H","PEDESTAL: móvil, unidad de archivo, 660H","PIÉDESTAL : mobile, unité de classement, 660H"
FFE,FQSM-015,"SHELVING: stainless steel wire mesh, mobile","ESTANTES: malla de alambre de acero inoxidable, móvil","RAYONNAGE : grillage inox, mobile"
FFE,FQSM-016,TROLLEY,CARRETILLA,CHARIOT
FFE,FQSM-021,TROLLEY: cleaner,CARRO: limpiador,CHARIOT : nettoyeur
FFE,FQSM-029,TROLLEY: flowers,CARRO: flores,CHARIOT : fleurs
FFE,FQSM-030,"TROLLEY: laundry, basket","CARRO: ropa sucia, cesto","CHARIOT : linge, corbeille"
FFE,FQSM-033,TROLLEY: shower,CARRO: ducha,CHARIOT : douche
FFE,FQSM-035,TROLLEY: small,CARRO: pequeño,CHARIOT : petit
FFE,FQSM-037,TROLLEY: tray,CARRO: bandeja,CHARIOT : plateau
FFE,FQSM-039,TROLLEY: waste bag,CARRO: bolsa de basura,CHARIOT : sac poubelle
FFE,FQSM-040,"PEDESTAL: mobile, drawer unit, lockable, 660H","PEDESTAL: móvil, cajonera, con cerradura, 660H","CAISSON : mobile, bloc tiroirs, verrouillable, 660H"
FFE,FQSM-041,"SHELVING: stainless steel wire mesh, 600W x 400D x 2100H, mobile","ESTANTERÍA: malla de alambre de acero inoxidable, 600W x 400D x 2100H, móvil","RAYONNAGE : grillage en acier inoxydable, 600W x 400P x 2100H, mobile"
FFE,FQSM-042,"SHELVING: stainless steel wire mesh, for sutures, mobile","ESTANTERÍA: malla de alambre de acero inoxidable, para suturas, móvil","RAYONNAGE : grillage en acier inoxydable, pour sutures, mobile"
FFE,FQSM-043,"TROLLEY: nested, set of 3, underbench ","CARRO: anidado, juego de 3, debajo del banco","CHARIOT : emboîtable, lot de 3, sous paillasse"
FFE,FQSM-044,"CUPBOARD: mobile, double door, adjustable shelves","ARMARIO: móvil, doble puerta, estantes ajustables","ARMOIRE : mobile, double porte, étagères réglables"
FFE,FQSM-045,"SHELVING: storage solution, 400W x 600D x 2100H nom., wire, mobile","ESTANTERÍA: solución de almacenamiento, 400W x 600D x 2100H nom., alambre, móvil","RAYONNAGE : solution de rangement, 400W x 600P x 2100H nom., filaire, mobile"
FFE,FQSM-046,"SHELVING: storage solution, 600W x 400D x 2100H nom., wire, mobile","ESTANTERÍA: solución de almacenamiento, 600W x 400D x 2100H nom., alambre, móvil","RAYONNAGE : solution de rangement, 600W x 400P x 2100H nom., filaire, mobile"
FFE,FQSM-048,"SHELVING: storage solution, shelving, 600W x 400D x 2100H nom., wire, mobile","ESTANTES: solución de almacenamiento, estanterías, 600W x 400D x 2100H nom., Cable, móvil","RAYONNAGE : solution de rangement, étagère, 600W x 400P x 2100H nom., filaire, mobile"
FFE,FQSN-001,"BASKET: drop in, pneumatic station","CESTA: drop in, estación neumática","PANIER : dépose-minute, station pneumatique"
FFE,FQSN-006,"BIN: storage bins, for wall mounted panel","BIN: contenedores de almacenamiento, para panel de pared","BIN : bacs de rangement, pour panneau mural"
FFE,FQSN-007,"BIN: storage bins, wire mesh, stainless steel","BIN: contenedores de almacenamiento, malla de alambre, acero inoxidable","BIN : bacs de rangement, grillage, acier inoxydable"
FFE,FQSN-008,BOOKCASE,LIBRERO,BIBLIOTHÈQUE
FFE,FQSN-023,CABINET: ironing board,GABINETE: tabla de planchar,ARMOIRE : table à repasser
FFE,FQSN-028,CABINET: pass through,GABINETE: pasar a través,ARMOIRE : traversante
FFE,FQSN-031,"CABINET: short, single door, tambour, adj shelves, lockable","GABINETE: corto, de una puerta, persiana, estantes ajustables, con cerradura","ARMOIRE : courte, porte simple, tambour, étagères adj, verrouillable"
FFE,FQSN-033,"CABINET: tall, double door, tambour, adj shelves, lockable","GABINETE: alto, puerta doble, persiana, estantes ajustables, con cerradura","ARMOIRE: haute, double porte, tambour, étagères adj, verrouillable"
FFE,FQSN-048,LOCKER: 2 tier (half size),LOCKER: 2 niveles (medio tamaño),CASIER : 2 niveaux (demi-taille)
FFE,FQSN-050,LOCKER: 4 tier (quarter size),LOCKER: 4 niveles (tamaño de un cuarto),CASIER : 4 niveaux (taille quart)
FFE,FQSN-051,"LOCKER: 2 drawers, open under, lockable, mobile","LOCKER: 2 cajones, abierto debajo, con cerradura, móvil","LOCKER: 2 tiroirs, ouvert en dessous, verrouillable, mobile"
FFE,FQSN-054,LOCKER: 2 tier with shoe storage,LOCKER: 2 niveles con almacenamiento de zapatos,LOCKER : 2 niveaux avec rangement pour chaussures
FFE,FQSN-055,LOCKER: 4 tier with shoe storage,LOCKER: 4 niveles con almacenamiento de zapatos,CASIER : 4 niveaux avec rangement pour chaussures
FFE,FQSN-062,SAFE: small,SEGURO: pequeño,SÉCURISÉ : petit
FFE,FQSN-063,SHELVING: compactus,ESTANTERÍA: compacto,RAYONNAGE : compactus
FFE,FQSN-082,"SHELVING: floor standing, 900W x 450D x 2100H nom., wire","ESTANTERÍA: de pie, 900W x 450D x 2100H nom., alambre","RAYONNAGE : sur pied, 900W x 450P x 2100H nom., fil"
FFE,FQSN-086,"SHELVING: floor standing, 900W x 400D x 2100H nom., metal","ESTANTES: de pie, 900W x 400D x 2100H nom., Metal","RAYONNAGE : sur pied, 900L x 400P x 2100H nom., métal"
