proyecto,unidad,unidad_es,sub-unidad,sub_unidad_es,area,room,room_es,room_qty,room_sup,tipoA,tipoB,item,item_es,item_qty
base,UCIN,UCIN,general,general,espera del paciente,BPATH,,1,2,FFE,FI,FIJO-069,BANCO SUPERIOR: 750D carpintería debajo acabado laminado,1
base,UCIN,UCIN,general,general,espera del paciente,BPATH,,1,2,SE,IT,ITIN-026,SALIDA: datos doble RJ45 montaje en pared,4
base,UCIN,UCIN,general,general,espera del paciente,BPATH,,1,2,SE,LI,LIFX-008,LUZ: luz de trabajo incorporada,2
base,UCIN,UCIN,general,general,espera del paciente,BPATH,,1,2,SE,EL,ELGP-208,GPO: doble montado en la pared,4
base,UCIN,UCIN,general,general,espera del paciente,BPATH,,1,2,SE,EL,ELGP-223,GPO: energía de emergencia doble montaje en pared,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FA,WL,WLPR-011,PROTECCIÓN DE PAREDES: cantoneras hasta 900 AFFL min.,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FA,CL,CLFS-006,TECHO: cartón-yeso empotrado suspendido pintado lavable,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FFE,FQ,FQSN-001,CESTA: drop in estación neumática,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FFE,MM,MMLA-072,RACK: contenedor de almacenamiento (tubo neumático),1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,FFE,MM,MMGE-097,ESTACIÓN: tubo neumático,1
base,UCIN,UCIN,general,general,espera del paciente,BPTS,,1,1,SE,LI,LIFX-015,LUZ: luz de alerta de tubo neumático,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,4
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FA,WL,WLPR-006,PROTECCIÓN DE PARED: protectores de esquina,2
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,3
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FA,WL,WLWA-020,ACABADO DE PARED: vinilo hasta 1500 AFFL,3
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FA,CL,CLTI-008,TECHO: cartón yeso baldosas de encastre preacabado 600 x 1200,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FFE,FI,FIHR-030,GANCHO: equipo en placa de montaje,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FFE,MM,MMBE-042,DIAPOSITIVA: paciente,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FFE,MM,MMHA-027,CARRO: reanimación adulto,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FFE,MM,MMHA-016,SUCCIÓN: UNIDAD TWIN-O-VAC,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FFE,MM,MMHA-002,DESFIBRILADOR,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FFE,FI,FIHR-090,SOPORTE: para cilindro de oxígeno montado en carro,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),FFE,MM,MMHA-033,CILINDRO: gas oxígeno,1
base,UCIN,UCIN,general,general,Fisioterapia,BRES,,1,1.5 (o),SE,EL,ELGP-223,GPO: energía de emergencia doble montaje en pared,2
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,4
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FA,WL,WLPR-006,PROTECCIÓN DE PARED: protectores de esquina,1
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,3
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FA,WL,WLWA-020,ACABADO DE PARED: vinilo hasta 1500 AFFL,3
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FA,CL,CLTI-008,TECHO: cartón yeso baldosas de encastre preacabado 600 x 1200,1
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FFE,FI,FIHR-030,GANCHO: equipo en placa de montaje,1
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,FFE,MM,MMBE-042,DIAPOSITIVA: paciente,1
base,UCIN,UCIN,general,general,Fisioterapia,BMEQ,,,4,SE,EL,ELGP-208,GPO: doble montado en la pared,2
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,DW,DWPR-010,PROTECCIÓN DE LA PUERTA: al marco de la puerta PVC preacabado,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,WL,WLPR-010,PROTECCIÓN DE PARED: cantoneras hasta 900 AFFL,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,WL,WLWA-021,ACABADO DE PARED: vinilo hasta 1800 AFFL,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,CL,CLFS-006,TECHO: cartón-yeso empotrado suspendido pintado lavable,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,DW,DWPR-006,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL PVC preacabado,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FA,DW,DWSC-050,PUERTA: doble hoja núcleo sólido pintura 180 grados,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FFE,MM,MMGE-109,CARRO: ropa limpia,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,FFE,FI,FIJO-194,ESTANTE: laminado,1
base,UCIN,UCIN,general,general,apoyo clínico,BLIN,,1,2,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,DW,DWPR-010,PROTECCIÓN DE LA PUERTA: al marco de la puerta PVC preacabado,6
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,WL,WLWA-005,ACABADO DE PARED: pintura resistente al frote,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,CL,CLFS-005,TECHO: cartón yeso enrasado suspendido pintado resistente al frote,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,DW,DWGL-011,PUERTA: 950 mm c/o hoja simple panel de observación núcleo macizo/vidrio pintura,3
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,CL,CLCN-008,CORNISA: encastre cuadrado a ras entre pared y techo pintar,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,WL,WLWA-023,ACABADO DE PARED: vinilo hasta 2100 AFFL,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FA,DW,DWPR-011,PROTECCIÓN DE LA PUERTA: placa de protección a altura máxima,3
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,FQ,FQSM-015,ESTANTES: malla de alambre de acero inoxidable móvil,6
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,MM,MMGE-138,CARRO: preparación,4
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,FQ,FQBS-052,TABURETE: móvil alto altura ajustable,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,FI,FIBM-019,PIZARRA: fija magnética,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,IT,ITBU-021,SISTEMA: seguimiento de código de barras,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,IT,ITCL-018,RELOJ: sistema de reloj esclavo digital,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,IT,ITNE-049,TELÉFONO: microteléfono escritorio,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,FI,FIJO-013,BANCO: 450D abierto bajo acero inoxidable,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,FI,FIHR-065,SOPORTE: para banco 450D montado en la pared,2
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,FI,FIHR-066,SOPORTE: para pantalla de pared articulado regulable en altura,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,IT,ITNE-066,ORDENADOR: todo en uno montado en la pared,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,IT,ITNE-067,TECLADO: solo teclado y mouse,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,FFE,FQ,FQSM-042,ESTANTERÍA: malla de alambre de acero inoxidable para suturas móvil,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,SE,IT,ITIN-036,SALIDA: datos triple RJ45 montaje en pared,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,SE,LI,LIFX-003,"LUZ: letrero luminoso ""Láser en uso""",2
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,SE,LI,LIFX-002,"LUZ: rótulo luminoso ""X-Ray in Use""",2
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,3
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,SE,EL,ELGP-208,GPO: doble montado en la pared,1
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,SE,EL,ELGP-223,GPO: energía de emergencia doble montaje en pared,2
base,UCIN,UCIN,general,general,laboratorio de catéter cardíaco,STSS-20,,1,36,SE,IT,ITSE-025,LIBERACIÓN DE PUERTA: control de acceso activación remota,3
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,5
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,DW,DWPR-005,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL,2
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,4
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,WL,WLWA-020,ACABADO DE PARED: vinilo hasta 1500 AFFL,5
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,CL,CLTI-008,TECHO: cartón yeso baldosas de encastre preacabado 600 x 1200,1
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,DW,DWSC-021,PUERTA: 1400mm c / o 1 1/2 hoja núcleo macizo pintura,1
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FFE,FI,FIHR-030,GANCHO: equipo en placa de montaje,4
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FFE,FI,FIRT-012,FERROCARRIL: equipamiento,3
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FFE,FI,FIBM-019,PIZARRA: fija magnética,1
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,FFE,FQ,FQSN-082,ESTANTERÍA: de pie 900W x 450D x 2100H nom. alambre,3
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,UCIN,UCIN,general,general,apoyo clínico,STEQ-20,,1,20,SE,EL,ELGP-208,GPO: doble montado en la pared,16
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FA,FL,FLVY-007,ACABADO DEL PISO: vinilo sin costuras cóncavo estándar antideslizante,1
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,5
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FA,DW,DWPR-005,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL,1
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,4
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FA,CL,CLTI-008,TECHO: cartón yeso baldosas de encastre preacabado 600 x 1200,1
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FA,DW,DWGL-005,PUERTA: 910 mm c/o hoja simple panel de observación núcleo sólido/vidrio pintura,1
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FFE,FQ,FQSN-007,BIN: contenedores de almacenamiento malla de alambre acero inoxidable,15
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FFE,FI,FIHR-033,PANEL: para contenedores de almacenamiento montaje en pared,3
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FFE,FI,FIBM-019,PIZARRA: fija magnética,1
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,FFE,FQ,FQSN-082,ESTANTERÍA: de pie 900W x 450D x 2100H nom. alambre,6
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,UCIN,UCIN,general,general,apoyo clínico,STGN,,1,9,SE,EL,ELGP-208,GPO: doble montado en la pared,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,5
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,FL,FLVY-009,ACABADO DEL PISO: vinilo sin costuras cóncavo área húmeda antideslizante,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,DW,DWPR-010,PROTECCIÓN DE LA PUERTA: al marco de la puerta PVC preacabado,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,DW,DWPR-005,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,4
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,CL,CLTI-014,TECHO: placa de yeso resistente al agua baldosas empotradas preacabado 600 x 1200,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,DW,DWGL-005,PUERTA: 910 mm c/o hoja simple panel de observación núcleo sólido/vidrio pintura,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,WL,WLWA-023,ACABADO DE PARED: vinilo hasta 2100 AFFL,5
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FA,CL,CLCN-009,CORNICE: fijación de molduras de pared,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIJO-021,BANCO: 600D abierto por debajo con reborde de acero inoxidable,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIHR-038,REJILLA: cubeta/lavabo,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIHR-016,SOPORTE: para contenedor de objetos punzantes,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIDI-001,DISPENSADOR: desinfectante de manos a base de alcohol,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FQ,FQCW-016,CUBO: basura general 20L,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIDI-014,DISPENSADOR: guante desechable,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIDI-025,DISPENSADOR: papel / toalla de mano,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIDI-030,DISPENSADOR: jabón,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIDI-031,DISPENSADOR: jabón antiséptico,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIHR-029,GANCHO: equipo,2
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIHR-025,GANCHO: bolsa de catéter,2
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,MM,MMGE-048,PORTADOR DE ROPA: sucio soltero,3
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIHR-053,RACK: pan y urinario,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FQ,FQCW-044,BIN: desechos objetos punzantes montado en la pared,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIJO-196,ESTANTE: acero inoxidable sobre mesa montaje en pared,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIJO-197,ESTANTE: acero inoxidable debajo del banco,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FQ,FQCW-017,CONTENEDOR: residuos general 240L,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FQ,FQCW-006,BIN: residuos clínicos 240L,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,HY,HYBA-010,LAVABO: lavado a mano Tipo B,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,HY,HYTP-037,GRIFERÍA: mezclador palancas de codo,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,HY,HYTP-038,TAPWARE: mezclador palancas acodadas largo,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,MM,MMIC-095,LAVADORA DESINFECTANTE: lavaplatos,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,HY,HYBA-052,FREGADERO: simple 450 x 350 x 250D,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,MM,MMLA-013,ANALIZADOR: análisis de orina,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,MM,MMIC-097,LAVADORA DESINFECTANTE: lavadora de utensilios,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,FFE,FI,FIJO-100,PATAS DE BANCO: acero inoxidable para encimera,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,IT,ITIN-016,SALIDA: datos simple RJ45 montaje en pared,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,EL,ELPR-003,AISLADOR: eléctrico 1ph+n,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,HY,HYTP-013,SALIDA: agua caliente,2
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,HY,HYTP-008,SALIDA: agua fría,2
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,HY,HYDR-004,DRENAJE: residuos de suelo,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,HY,HYDR-006,DRENAJE: artesa,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,EL,ELGP-106,GPO: individual especial para equipamiento,2
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,EL,ELGP-109.1,GPO: simple montado en la pared (V),1
base,UCIN,UCIN,general,general,apoyo clínico,DTUR-10,,1,10,SE,HY,HYGE-028,DISPOSITIVO: prevención de reflujo,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,FL,FLVY-004,ACABADO DEL PISO: vinilo sin costuras cóncavo antideslizante de seguridad,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,FL,FLSK-010,RODAPIÉS: vinilo suelo vinílico cóncavo 150H preacabado,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,DW,DWPR-010,PROTECCIÓN DE LA PUERTA: al marco de la puerta PVC preacabado,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,WL,WLWA-004,ACABADO DE PARED: pintura acrílico lavable,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,WL,WLWA-020,ACABADO DE PARED: vinilo hasta 1500 AFFL,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,CL,CLFS-009,TECHO: cartón yeso resistente al agua empotrado suspendido pintado lavable,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,CL,CLCN-002,CORNICE: aluminio ángulo de sombra de 24 mm pintura en polvo,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,DW,DWPR-006,PROTECCIÓN DE LA PUERTA: placa de protección hasta 900 AFFL PVC preacabado,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FA,DW,DWGL-020,PUERTA: 1100 mm c/o hoja simple panel de observación núcleo sólido/vidrio pintura,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIJO-021,BANCO: 600D abierto por debajo con reborde de acero inoxidable,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIJO-117,ARMARIO: alto puerta doble estantes ajustables con cerradura,2
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FQ,FQCW-016,CUBO: basura general 20L,2
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIDI-014,DISPENSADOR: guante desechable,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIDI-025,DISPENSADOR: papel / toalla de mano,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIDI-030,DISPENSADOR: jabón,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIDI-031,DISPENSADOR: jabón antiséptico,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,MM,MMGE-119,CARRO: equipo,3
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIJO-197,ESTANTE: acero inoxidable debajo del banco,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,FI,FIJO-152,ARMARIO: montaje en pared estantería estantes adj.,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,HY,HYBA-010,LAVABO: lavado a mano Tipo B,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,HY,HYTP-037,GRIFERÍA: mezclador palancas de codo,2
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,HY,HYTP-037,GRIFERÍA: mezclador palancas de codo,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,HY,HYTP-004,MANGUERA: spray,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,HY,HYBA-055,FREGADERO: individual 500 x 450 x 250D,2
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,FFE,MM,MMIC-097,LAVADORA DESINFECTANTE: lavadora de utensilios,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,SE,EL,ELPR-003,AISLADOR: eléctrico 1ph+n,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,SE,HY,HYTP-013,SALIDA: agua caliente,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,SE,HY,HYTP-008,SALIDA: agua fría,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,SE,HY,HYDR-004,DRENAJE: residuos de suelo,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,SE,EL,ELBO-015,INTERRUPTOR: ligero sencillo,1
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,SE,EL,ELGP-208,GPO: doble montado en la pared,2
base,UCIN,UCIN,general,general,Apoyo clínico,ECL-14,,1,14,SE,EL,ELGP-106,GPO: individual especial para equipamiento,1
