from,to,area_en,area_es,area_fr,qty,m2,remarks_en,remarks_es,remarks_fr,room_en,room_es,room_fr
HOPBAS,TRMT,Emergency,Emergencia,Urgence,,14 (o),"Optional. Number to be confirmed. May be used for GP consultations, other multipurpose consultations. ","Opcional. Número por confirmar. Puede utilizarse para consultas de médicos de cabecera, otras consultas polivalentes.","Optionnel. Numéro à confirmer. Peut être utilisé pour des consultations de généraliste, d'autres consultations polyvalentes.",Treatment Room,Sala de tratamiento,Salle de traitement
HOPBAS,OFF-WI-5,Emergency,Emergencia,Urgence,,3,,yaya,,"Office - Write-up, 5m2","Oficina - Redacción, 5m2","Bureau - Rédaction, 5m2"
HOPBAS,,Emergency,Emergencia,Urgence,1,22,Where a fixed general x-ray is justified refer to HPU 440 Medical Imaging. ,"Cuando se justifique una radiografía general fija, consulte HPU 440 Medical Imaging.","Lorsqu'une radiographie générale fixe est justifiée, reportez-vous à l'imagerie médicale HPU 440.",,,
HOPBAS,BPATH,Emergency,Emergencia,Urgence,1,3,To support POCT. May be located in the Resuscitation / Treatment / Holding areas along with a small refrigerator for specimen holding.,Para apoyar POCT. Puede ubicarse en las áreas de Reanimación / Tratamiento / Retención junto con un pequeño refrigerador para guardar las muestras.,Pour soutenir le POCT. Peut être situé dans les zones de réanimation/traitement/attente avec un petit réfrigérateur pour la conservation des échantillons.,Bay - Pathology,Bahía - Patología,Baie - Pathologie
HOPBAS,BMEQ,Emergency,Emergencia,Urgence,1,4,,yaya,,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
HOPBAS,BRES,Emergency,Emergencia,Urgence,1,1.5,Adjacent to Resuscitation/ Treatment/ Holding,Adyacente a reanimación/ tratamiento/ espera,Adjacent à la réanimation/ au traitement/ à la détention,Bay - Resuscitation Trolley,Carro de reanimación Bay,Bay - Chariot de réanimation
HOPBAS,ENS-ST-C,Emergency,Emergencia,Urgence,1,5,Toilet / shower,WC / ducha,WC/douche,"Ensuite - Back to Back, 5m2","Baño - espalda con espalda, 5m2","Ensuite - dos à dos, 5m2"
HOPBAS,CIR,Emergency,Emergencia,Urgence,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
HOPBAS,1BR-SP-A1,Inpatient,Paciente interno,Patient hospitalisé,1,18,Larger size to accommodate a carer eg for palliative care. Includes ceiling mounted patient lifter. Number of special sized rooms to be provided will depend on clinical services planning.,"Tamaño más grande para acomodar a un cuidador, por ejemplo, para cuidados paliativos. Incluye elevador de pacientes montado en el techo. La cantidad de salas de tamaño especial que se proporcionarán dependerá de la planificación de los servicios clínicos.","Taille plus grande pour accueillir un soignant, par exemple pour les soins palliatifs. Comprend un lève-patient monté au plafond. Le nombre de chambres de dimensions spéciales à fournir dépendra de la planification des services cliniques.","1 Bed Room - Special, Inboard Ensuite, Type 1","Habitación de 1 cama - especial, con baño interior, tipo 1","Chambre à 1 lit - Spécial, Inboard Ensuite, Type 1"
HOPBAS,ENS-SP,Inpatient,Paciente interno,Patient hospitalisé,1,6,,yaya,,"Ensuite - Special, 6m2","Ensuite - Especial, 6m2","Ensuite - Spécial, 6m2"
HOPBAS,1BR-ST-A1,Inpatient,Paciente interno,Patient hospitalisé,3,16,,yaya,,"1 Bed Room - Inboard Ensuite, Type 1","Habitación de 1 cama - con baño interior, tipo 1","Chambre à 1 lit - Inboard Ensuite, Type 1"
HOPBAS,ENS-ST-A1,Inpatient,Paciente interno,Patient hospitalisé,3,5,,yaya,,"Ensuite - Inboard - Alternative 1, 5m2","Baño - Intraborda - Alternativa 1, 5m2","Ensuite - Inboard - Alternative 1, 5m2"
HOPBAS,BHWS-B,Inpatient,Paciente interno,Patient hospitalisé,1,1,Located in corridors. Each bedroom will also include a handwashing bay.,Ubicado en pasillos. Cada dormitorio también incluirá una bahía para lavarse las manos.,Situé dans les couloirs. Chaque chambre comprendra également une baie pour le lavage des mains.,"Bay - Handwashing, Type B","Bahía - Lavado de manos, tipo B","Baie - Lavage des mains, type B"
HOPBAS,BMEQ,Inpatient,Paciente interno,Patient hospitalisé,1,4,,yaya,,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
HOPBAS,,Inpatient,Paciente interno,Patient hospitalisé,1,18,Includes a beverage bay.,Incluye una bahía de bebidas.,Comprend une baie à boissons.,,,
HOPBAS,CIR,Inpatient,Paciente interno,Patient hospitalisé,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
HOPBAS,1BR-ST-A1,Residencial,Residencial,Résidentiel,16,18,"Consider inclusion of interconnecting a number of rooms for couples. Sized to enable flexible use for bariatric residents, palliative care, ageing in place and to accomodation personal items and furniture. ","Considere la posibilidad de incluir la interconexión de varias habitaciones para parejas. Dimensionado para permitir un uso flexible para residentes bariátricos, cuidados paliativos, envejecimiento en el lugar y para acomodar artículos personales y muebles.","Envisagez d'inclure un certain nombre de chambres communicantes pour les couples. Dimensionné pour permettre une utilisation flexible pour les résidents bariatriques, les soins palliatifs, le vieillissement sur place et pour l'hébergement des objets personnels et des meubles.","1 Bed Room - Inboard Ensuite, Type 1","Habitación de 1 cama - con baño interior, tipo 1","Chambre à 1 lit - Inboard Ensuite, Type 1"
HOPBAS,,Residencial,Residencial,Résidentiel,15,5,,yaya,,,,
HOPBAS,,Residencial,Residencial,Résidentiel,1,7,,yaya,,,,
HOPBAS,,Residencial,Residencial,Résidentiel,1,48,3m2 per resident. May be divided into a number of smaller lounges for a more domestic scale.,3m2 por residente. Puede dividirse en varios salones más pequeños para una escala más doméstica.,3m2 par habitant. Peut être divisé en plusieurs salons plus petits pour une échelle plus domestique.,,,
HOPBAS,,Residencial,Residencial,Résidentiel,1,32,2m2 per resident. May be divided into a number of smaller lounges for a more domestic scale.,2m2 por residente. Puede dividirse en varios salones más pequeños para una escala más doméstica.,2m2 par habitant. Peut être divisé en plusieurs salons plus petits pour une échelle plus domestique.,,,
HOPBAS,,Residencial,Residencial,Résidentiel,1,12,,yaya,,,,
HOPBAS,,Residencial,Residencial,Résidentiel,1,16,"For family meals, gatherings and functions. May be booked by families","Para comidas familiares, reuniones y funciones. Puede ser reservado por familias","Pour les repas de famille, les rassemblements et les réceptions. Peut être réservé par les familles",,,
HOPBAS,,Residencial,Residencial,Résidentiel,3,6,,yaya,,,,
HOPBAS,WCPT,Residencial,Residencial,Résidentiel,1,4,Located adjacent to shared areas.,Ubicado adyacente a áreas compartidas.,Situé à côté des zones communes.,Toilet - Patient,Aseo - Paciente,Toilette - Patient
HOPBAS,STGN,Residencial,Residencial,Résidentiel,1,12,,yaya,,Store - General,Tienda - General,Magasin - Général
HOPBAS,BLIN,Residencial,Residencial,Résidentiel,1,2,,yaya,,Bay - Linen,Bahía - Lino,Baie - Lin
HOPBAS,BMEQ,Residencial,Residencial,Résidentiel,2,4,,yaya,,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
HOPBAS,BHWS-B,Residencial,Residencial,Résidentiel,1,1,,yaya,,"Bay - Handwashing, Type B","Bahía - Lavado de manos, tipo B","Baie - Lavage des mains, type B"
HOPBAS,CIR,Residencial,Residencial,Résidentiel,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
HOPBAS,SSTN-14,Clinical support,Apoyo clínico,Soutien clinique,1,14,,yaya,,"Staff Station, 14m2","Estación de personal, 14m2","Poste du personnel, 14m2"
HOPBAS,OFF-S9,Clinical support,Apoyo clínico,Soutien clinique,1,9,Number and area allocation will depend on staff profile and local jurisdictional policies.,La asignación de número y área dependerá del perfil del personal y las políticas jurisdiccionales locales.,Le nombre et la répartition géographique dépendront du profil du personnel et des politiques juridictionnelles locales.,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
HOPBAS,,Clinical support,Apoyo clínico,Soutien clinique,,4.4,Number and area allocation will depend on staff profile and local jurisdictional policies. ,La asignación de número y área dependerá del perfil del personal y las políticas jurisdiccionales locales.,Le nombre et la répartition géographique dépendront du profil du personnel et des politiques juridictionnelles locales.,,,
HOPBAS,CLN-MED-S,Clinical support,Apoyo clínico,Soutien clinique,1,14,,yaya,,"Clean Store / Medication Room, Sub","Tienda limpia / Sala de medicación, Sub","Magasin propre / Salle des médicaments, Sub"
HOPBAS,DTUR-12,Clinical support,Apoyo clínico,Soutien clinique,1,12,A second dirty utility may be required depending on the number of areas served and travel distances.,Es posible que se requiera una segunda utilidad sucia según la cantidad de áreas atendidas y las distancias de viaje.,Un deuxième service public sale peut être requis selon le nombre de zones desservies et les distances de déplacement.,"Dirty Utility, 12m2","Utilidad sucia, 12m2","Utilitaire sale, 12m2"
HOPBAS,BLIN,Clinical support,Apoyo clínico,Soutien clinique,1,2,,yaya,,Bay - Linen,Bahía - Lino,Baie - Lin
HOPBAS,CIR,Clinical support,Apoyo clínico,Soutien clinique,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
HOPBAS,CLRM-10,No clinical support,Sin apoyo clínico,Pas de support clinique,1,10,,yaya,,"Cleaner's Room, 10m2","Cuarto de limpieza, 10m2","Salle de nettoyage, 10m2"
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,54,"Area assumed to manage up to 50 patients / residents and will accommodate a range of food services models. Area allocation may require adjustment to meet specific service requirements relating to the geographic location, food model and availability of products.","Se supone que el área administrará hasta 50 pacientes / residentes y se adaptará a una variedad de modelos de servicios alimentarios. La asignación de área puede requerir ajustes para cumplir con los requisitos de servicio específicos relacionados con la ubicación geográfica, el modelo de alimentos y la disponibilidad de los productos.","Zone supposée gérer jusqu'à 50 patients/résidents et accommodera une gamme de modèles de services alimentaires. L'attribution de la zone peut nécessiter un ajustement pour répondre aux exigences de service spécifiques liées à l'emplacement géographique, au modèle alimentaire et à la disponibilité des produits.",,,
HOPBAS,STBK-20,No clinical support,Sin apoyo clínico,Pas de support clinique,1,30,,yaya,,"Store - Bulk, 20m2","Tienda - A granel, 20m2","Magasin - Vrac, 20m2"
HOPBAS,STEQ-20,No clinical support,Sin apoyo clínico,Pas de support clinique,1,20,Access to clinical areas and parking for transfer to the community to be considered. ,Acceso a áreas clínicas y estacionamiento para traslado a la comunidad a considerar.,L'accès aux zones cliniques et au stationnement pour le transfert à la communauté est à considérer.,"Store - Equipment, 20m2","Tienda - Equipo, 20m2","Magasin - Équipement, 20m2"
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,16,For laundering of residents' clothing. Where washing of selected clinical devices is supported by jurisdictional policies a dedicated commercial grade washing machine is required and must be separate to the laundry for residential care.  Refer to local jurisdictional policies and AS/NZS 4146.  Some services may provide ADL assistance including laundering of clothes which will require access to a separate washing machine. ,"Para el lavado de ropa de los residentes. Cuando el lavado de dispositivos clínicos seleccionados esté respaldado por políticas jurisdiccionales, se requiere una lavadora de grado comercial dedicada y debe estar separada de la lavandería para la atención residencial. Consulte las políticas jurisdiccionales locales y AS / NZS 4146. Algunos servicios pueden brindar asistencia para ADL, incluido el lavado de ropa, que requerirá acceso a una lavadora separada.","Pour le lavage des vêtements des résidents. Lorsque le lavage d'appareils cliniques sélectionnés est pris en charge par les politiques juridictionnelles, une machine à laver dédiée de qualité commerciale est requise et doit être séparée de la blanchisserie pour les soins en établissement. Reportez-vous aux politiques des juridictions locales et à l'AS/NZS 4146. Certains services peuvent fournir une assistance ADL, y compris le lavage des vêtements qui nécessitera l'accès à une machine à laver séparée.",,,
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,8,,yaya,,,,
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,4,,yaya,,,,
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,6,,yaya,,,,
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,5,,yaya,,,,
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,10,,yaya,,,,
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,10,,yaya,,,,
HOPBAS,MOR-BH,No clinical support,Sin apoyo clínico,Pas de support clinique,1,14,Cool room or refrigerated cabinets. Requirements will depend on local operational policies. ,Sala fría o gabinetes refrigerados. Los requisitos dependerán de las políticas operativas locales.,Chambre froide ou armoires réfrigérées. Les exigences dépendront des politiques opérationnelles locales.,Mortuary - Body Holding,Funeraria - Mantenimiento de cadáveres,Morgue - Conservation des corps
HOPBAS,,No clinical support,Sin apoyo clínico,Pas de support clinique,1,15,"Size requirements will depend on the operational approach to facilities maintenance. Includes area for minor repairs, tool storage, administration, contractor management, and storage / viewing of plans.","Los requisitos de tamaño dependerán del enfoque operativo para el mantenimiento de las instalaciones. Incluye área para reparaciones menores, almacenamiento de herramientas, administración, gestión de contratistas y almacenamiento / visualización de planos.","Les exigences de taille dépendront de l'approche opérationnelle de l'entretien des installations. Comprend une zone pour les réparations mineures, le stockage des outils, l'administration, la gestion des entrepreneurs et le stockage / la visualisation des plans.",,,
HOPBAS,CIR,No clinical support,Sin apoyo clínico,Pas de support clinique,,0.25,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
HOPBAS,SRM-15,staff areas,áreas de personal,zones du personnel,1,20,"Sized in conjunction with staff establishment, operational practice regarding meal times and number of staff on duty each shift. Includes beverage bay. ","Dimensionado en conjunto con el establecimiento de personal, la práctica operativa con respecto a las horas de las comidas y la cantidad de personal de servicio en cada turno. Incluye bahía de bebidas.","Dimensionné en fonction de l'effectif, des pratiques opérationnelles concernant les heures de repas et le nombre d'employés de service à chaque quart de travail. Comprend une baie pour les boissons.","Staff Room, 15m2","Sala de personal, 15m2","Salle du personnel, 15m2"
HOPBAS,BPROP,staff areas,áreas de personal,zones du personnel,1,2,,yaya,,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
HOPBAS,SHST,staff areas,áreas de personal,zones du personnel,1,3,May be provided as part of the site staff facilities,Puede proporcionarse como parte de las instalaciones del personal del sitio.,Peut être fourni dans le cadre des installations du personnel du site,Shower - Staff,Ducha - Personal,Douche - Personnel
HOPBAS,WCST,staff areas,áreas de personal,zones du personnel,2,3,Number will depend on staffing profile for the facility. May be distributed across the facility to minimise travel distances.,El número dependerá del perfil del personal de la instalación. Puede distribuirse por la instalación para minimizar las distancias de viaje.,Le nombre dépendra du profil du personnel de l'établissement. Peut être distribué à travers l'installation pour minimiser les distances de déplacement.,Toilet - Staff,Aseo - Personal,Toilette - Personnel
HOPBAS,CIR,staff areas,áreas de personal,zones du personnel,,0.25,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
HOPBAS,OVBR,staff accomodation,alojamiento del personal,logement du personnel,,14,17m2 recommended for accessible bedroom.,17m2 recomendados para dormitorio accesible.,17m2 recommandé pour chambre accessible.,Overnight Stay - Bedroom,Pernoctación - Habitación,Nuitée - Chambre à coucher
HOPBAS,OVES,staff accomodation,alojamiento del personal,logement du personnel,,5,7m2 recommended for accessible ensuite.,Se recomiendan 7m2 para baño accesible.,7m2 recommandé pour salle de bains accessible.,Overnight Stay - Ensuite,Estancia de una noche - Con baño,Nuitée - Ensuite
HOPBAS,,staff accomodation,alojamiento del personal,logement du personnel,,28,34m2 recommended for accessible lounge/dining area.,Se recomiendan 34m2 para salón / comedor accesible.,34m2 recommandé pour salon/salle à manger accessible.,,,
HOPBAS,,staff accomodation,alojamiento del personal,logement du personnel,,6,To be shared between units. Size dependent on number of staff sharing access.,Para ser compartido entre unidades. El tamaño depende de la cantidad de personal que comparte el acceso.,A partager entre les unités. La taille dépend du nombre d'employés partageant l'accès.,,,
HOPBAS,CIR,staff accomodation,alojamiento del personal,logement du personnel,,0.1,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
ICU,1BR-IS-N1,Patient areas,Áreas de pacientes,Espaces patients,14,16.5,"May be used as a Type S isolation room.  If using  an 8,400mm structural grid refer to 1BR-ST-A2, 1BR-ST-A3 (both with inboard ensuite), 1BR-ST-B2 or 1BR-ST-B3 (both with outboard ensuite) or 1BR-ST-D (back to back ensuite). For 1 Bed Rooms on a 7,800mm structural grid, refer to 1BR-ST-A1 or 1BR-ST-B1.","Puede usarse como sala de aislamiento Tipo S. Si utiliza una rejilla estructural de 8.400 mm, consulte 1BR-ST-A2, 1BR-ST-A3 (ambos con baño interior), 1BR-ST-B2 o 1BR-ST-B3 (ambos con baño exterior) o 1BR-ST-D (espalda con espalda en suite). Para habitaciones de 1 dormitorio en una rejilla estructural de 7.800 mm, consulte 1BR-ST-A1 o 1BR-ST-B1.","Peut être utilisé comme chambre d'isolement de type S. Si vous utilisez une grille structurelle de 8 400 mm, reportez-vous à 1BR-ST-A2, 1BR-ST-A3 (tous deux avec salle de bains intérieure), 1BR-ST-B2 ou 1BR-ST-B3 (tous deux avec salle de bains extérieure) ou 1BR-ST-D (suite dos à dos). Pour les chambres à 1 lit sur une grille structurelle de 7 800 mm, reportez-vous à 1BR-ST-A1 ou 1BR-ST-B1.","1 Bed Room - Isolation - Negative Pressure, Type 1","Habitación de 1 cama - Aislamiento - Presión negativa, Tipo 1","Chambre à 1 lit - Isolation - Pression négative, Type 1"
ICU,1BR-BA,Patient areas,Áreas de pacientes,Espaces patients,1,18,"Number depends on patient profile. Standard bariatric room, not suitable for management of 'super-bariatric' patients.","El número depende del perfil del paciente. Sala bariátrica estándar, no apta para el tratamiento de pacientes 'superbariátricos'.","Le nombre dépend du profil du patient. Chambre bariatrique standard, non adaptée à la prise en charge des patients « super-bariatriques ».",1 Bed Room - Bariatric,Habitación de 1 cama - Bariátrica,Chambre à 1 lit - bariatrique
ICU,1BR-IS-N1,Patient areas,Áreas de pacientes,Espaces patients,1,16.5,"If using an 8,400mm structural grid refer to 1BR-IS-N2.  For a 7,800mm structural grid, refer to 1BR-IS-N1.","Si utiliza una rejilla estructural de 8.400 mm, consulte 1BR-IS-N2. Para una rejilla estructural de 7.800 mm, consulte 1BR-IS-N1.","Si vous utilisez une grille structurelle de 8 400 mm, reportez-vous à 1BR-IS-N2. Pour une grille structurelle de 7 800 mm, reportez-vous à 1BR-IS-N1.","1 Bed Room - Isolation - Negative Pressure, Type 1","Habitación de 1 cama - Aislamiento - Presión negativa, Tipo 1","Chambre à 1 lit - Isolation - Pression négative, Type 1"
ICU,ANRM,Patient areas,Áreas de pacientes,Espaces patients,1,6,Provided as part of N Class rooms.,Se proporciona como parte de las salas de clase N.,Fourni dans le cadre des salles de classe N.,Anteroom,Antesala,Antichambre
ICU,2BR-ST-A1,Patient areas,Áreas de pacientes,Espaces patients,6,29,"If using an 8,400mm structural grid refer to 2BR-ST-A2 (inboard ensuite) or 2BR-ST-B (outboard ensuite). For 2 Bed Rooms on a 7,800mm structural grid, refer to 2BR-ST-A1.","Si usa una rejilla estructural de 8400 mm, consulte 2BR-ST-A2 (baño interno) o 2BR-ST-B (baño externo). Para habitaciones de 2 dormitorios en una cuadrícula estructural de 7800 mm, consulte 2BR-ST-A1.","Si vous utilisez une grille structurelle de 8 400 mm, reportez-vous à 2BR-ST-A2 (salle de bains intérieure) ou 2BR-ST-B (salle de bains extérieure). Pour les chambres à 2 lits sur une grille structurelle de 7 800 mm, reportez-vous à 2BR-ST-A1.","2 Bed Room - Inboard Ensuite, Type 1","Habitación de 2 camas - con baño interior, tipo 1","Chambre à 2 lits - Inboard Ensuite, Type 1"
ICU,4BR-ST,Patient areas,Áreas de pacientes,Espaces patients,1,58,Can in future be divided into 2 x 2 Bed Rooms,En el futuro se puede dividir en 2 x 2 dormitorios.,Peut à l'avenir être divisé en 2 x 2 chambres,4 Bed Room - Inboard Ensuite,Habitación de 4 camas - con baño interior,Chambre à 4 lits - Inboard Ensuite
ICU,,Patient areas,Áreas de pacientes,Espaces patients,22,5,One per 1 Bed Room and 2 Bed Room, two per 4 Bed Room,Una por habitación de 1 cama y habitación de 2 camas,,,
ICU,ENS-ACC,Patient areas,Áreas de pacientes,Espaces patients,1,7,,Designed to AS1428. Caters for independent wheelchair patients and replaces standard ensuite.,Diseñado para AS1428. Atiende a pacientes en silla de ruedas independientes y reemplaza el baño estándar.,"Ensuite - Accessible, 7m2","Baño - Accesible, 7m2","Ensuite - Accessible, 7m2"
ICU,ENS-BA,Patient areas,Áreas de pacientes,Espaces patients,1,7,One per 1 Bed Room - Bariatric,Habitación con 1 cama individual - Bariátrica,Une par chambre à 1 lit - Bariatrique,"Ensuite - Bariatric, 7m2","Baño - Bariátrico, 7m2","Ensuite - bariatrique, 7m2"
ICU,LNPF-20,Patient areas,Áreas de pacientes,Espaces patients,1,20,Inclusion of tea/coffee making facilities will be dependent on local operational policies.,La inclusión de instalaciones para preparar té y café dependerá de las políticas operativas locales.,L'inclusion d'installations pour faire du thé et du café dépendra des politiques opérationnelles locales.,"Lounge - Patient / Family, 20m2","Sala de estar - Paciente / Familia, 20m2","Salon - Patient / Famille, 20m2"
ICU,CIR,Patient areas,Áreas de pacientes,Espaces patients,0.38,,Circulation rates may vary for different IPU service types.,Las tasas de circulación pueden variar según los diferentes tipos de servicios de la UIP.,Les taux de diffusion peuvent varier selon les différents types de services de l'UIP.,Discount circulation,Descuento en la circulación,Circulation à prix réduit
ICU,BBEV-OP,support areas,áreas de apoyo,zones de soutien,1,4,"For staff acess to support patient care eg for storage of feeds, reheating food, patient tea/coffee etc. Open bay. If closed, increase to 5m2.","Para el acceso del personal para apoyar la atención del paciente, por ejemplo, para almacenar alimentos, recalentar alimentos, té / café para pacientes, etc. Bahía abierta. Si está cerrado, aumente a 5m2.","Pour l'accès du personnel aux soins des patients, par exemple pour le stockage des aliments, le réchauffage des aliments, le thé/café des patients, etc. Baie ouverte. Si fermé, augmenter à 5m2.","Bay - Beverage, Open Plan, 4m2","Bahía - Bebida, Plan abierto, 4m2","Baie - Boissons, plan ouvert, 4m2"
ICU,BHWS-B,support areas,áreas de apoyo,zones de soutien,4,1,Located in corridors,Ubicados en pasillos,Situé dans les couloirs,"Bay - Handwashing, Type B","Bahía - Lavado de manos, tipo B","Baie - Lavage des mains, type B"
ICU,BLIN,support areas,áreas de apoyo,zones de soutien,2,2,At least 1 bay per 15 beds,Al menos 1 bahía por 15 camas,Au moins 1 baie pour 15 lits,Bay - Linen,Bahía - Lino,Baie - Lin
ICU,BMEQ,support areas,áreas de apoyo,zones de soutien,2,4,Number depends on equipment to be stored and frequency of use. Ready access to bed rooms,El número depende del equipo que se almacenará y la frecuencia de uso. Fácil acceso a los dormitorios,Le nombre dépend de l'équipement à stocker et de la fréquence d'utilisation. Accès facile aux chambres,Bay - Mobile Equipment,Bahía - Equipo móvil,Baie - Équipement mobile
ICU,BRES,support areas,áreas de apoyo,zones de soutien,1,1.5,,yaya,,Bay - Resuscitation Trolley,Carro de reanimación Bay,Bay - Chariot de réanimation
ICU,CLRM-5,support areas,áreas de apoyo,zones de soutien,1,5,"Shape of room is important to ensure optimal functionality. Includes storage for dry goods. Access to central store for shared, bulky cleaning equipment.",La forma de la habitación es importante para garantizar una funcionalidad óptima. Incluye almacenaje para mercancía seca. Acceso al almacén central para equipo de limpieza voluminoso compartido.,La forme de la pièce est importante pour assurer une fonctionnalité optimale. Comprend le stockage pour les marchandises sèches. Accès au magasin central pour le matériel de nettoyage partagé et encombrant.,"Cleaner's Room, 5m2","Cuarto de limpieza, 5m2","Salle de nettoyage, 5m2"
ICU,CLUR-12,support areas,áreas de apoyo,zones de soutien,1,10,For storage of unpacked sterile consumables. May be provided as a combined Clean Store / Medication Room. Previously referred to as a Clean Utility.,Para el almacenamiento de consumibles estériles desempaquetados. Puede proporcionarse como una tienda limpia / sala de medicamentos combinada. Anteriormente referido como una utilidad limpia.,Pour le stockage de consommables stériles non emballés. Peut être fourni en tant que magasin propre / salle de médicaments combinés. Auparavant appelé utilitaire de nettoyage.,"Clean Utility/ Medication Room, 12m2","Cuarto de servicio/medicina limpio, 12m2","Pièce utilitaire/médicaments propre, 12m2"
ICU,STDR-10,support areas,áreas de apoyo,zones de soutien,1,14,May be provided as a combined Clean Store / Medication Room,Puede proporcionarse como una tienda limpia / sala de medicamentos combinada,Peut être fourni en tant que magasin propre / salle de médicaments combinés,"Medication Room, 10m2","Sala de medicación, 10m2","Salle de médicaments, 10m2"
ICU,DTUR-14,support areas,áreas de apoyo,zones de soutien,1,14,A second dirty utility may be required depending on travel distances.,Es posible que se requiera una segunda utilidad sucia dependiendo de las distancias de viaje.,Un deuxième utilitaire sale peut être nécessaire en fonction des distances de déplacement.,"Dirty Utility, 14m2","Utilidad sucia, 14m2","Utilitaire sale, 14m2"
ICU,INTF-MH,support areas,áreas de apoyo,zones de soutien,1,12,Dual egress,Salida dual,Double sortie,Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
ICU,SSTN-14,support areas,áreas de apoyo,zones de soutien,1,14,,yaya,,"Staff Station, 14m2","Estación de personal, 14m2","Poste du personnel, 14m2"
ICU,OFF-CLN,support areas,áreas de apoyo,zones de soutien,1,15,Locate near staff station,Ubicar cerca de la estación de personal,Localiser près de la gare du personnel,Office - Clinical Workroom,Oficina - Sala de trabajo clínico,Bureau - Salle de travail clinique
ICU,STPS-8,support areas,áreas de apoyo,zones de soutien,1,3,Collocate with Staff Station,Colocar con la estación de personal,Collocation avec Staff Station,"Store - Photocopy/ Stationery, 8m2","Tienda - Fotocopias / Papelería, 8m2","Magasin - Photocopie/papeterie, 8m2"
ICU,OFF-S9,support areas,áreas de apoyo,zones de soutien,1,9,For Nurse Unit Manager. Provision of other staff work areas within the unit will depend on local jurisdictional policies. Refer to additional staff work areas below.,Para el jefe de la unidad de enfermería. La provisión de otras áreas de trabajo del personal dentro de la unidad dependerá de las políticas jurisdiccionales locales. Consulte las áreas de trabajo del personal adicional a continuación.,Pour le chef d'unité d'infirmière. La mise à disposition d'autres zones de travail du personnel au sein de l'unité dépendra des politiques juridictionnelles locales. Reportez-vous aux zones de travail supplémentaires du personnel ci-dessous.,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
ICU,STEQ-20,support areas,áreas de apoyo,zones de soutien,1,20,"Size dependent on equipment stored, frequency of use and number of bays","El tamaño depende del equipo almacenado, la frecuencia de uso y el número de bahías","Taille en fonction du matériel stocké, de la fréquence d'utilisation et du nombre de baies","Store - Equipment, 20m2","Tienda - Equipo, 20m2","Magasin - Équipement, 20m2"
ICU,STGN,support areas,áreas de apoyo,zones de soutien,1,9,For storage of boxes and non-sterile consumables.,Para almacenamiento de cajas y consumibles no esterilizados.,Pour le stockage de boîtes et de consommables non stériles.,Store - General,Tienda - General,Magasin - Général
ICU,BMT-4,support areas,áreas de apoyo,zones de soutien,1,4 (o),Optional. Provision will depend on food services model. Space dependent on size and capacity of meal trolleys,Opcional. La provisión dependerá del modelo de servicios alimentarios. El espacio depende del tamaño y la capacidad de los carros de comida.,Optionnel. L'approvisionnement dépendra du modèle de services alimentaires. Espace dépendant de la taille et de la capacité des chariots repas,"Bay - Meal Trolley, 4m2","Bahía - Carro de comidas, 4m2","Baie - Chariot à repas, 4m2"
ICU,BFLW-OP,support areas,áreas de apoyo,zones de soutien,1,2 (o),Optional. Provision will depend on service profile and anticipated volume of flowers.,Opcional. La provisión dependerá del perfil del servicio y el volumen anticipado de flores.,Optionnel. La fourniture dépendra du profil de service et du volume de fleurs prévu.,"Bay - Flowers, Open Plan, 2m2","Bahía - Flores, Plan abierto, 2m2","Baie - Fleurs, plan ouvert, 2m2"
